rna	cds	GeneID	Name	gene_name	description	protein_id	protein_family._internal	protein_copy_number	FPKM	kdp	hl	beta	beta.var
11460	10163	GeneID:100752515,Genbank:XP_007640582.1	XP_007640582.1	Max	protein max isoform X1	XP_007640582.1	33	3017.65640597702	19.9459	0.0579337494776685	11.9644798896907	0.0719559510765996	1.58470487575961e-06
11482	10183	GeneID:100767945,Genbank:XP_007640596.1	XP_007640596.1	Sh3gl1	endophilin-A2 isoform X1	XP_007640596.1	34	133548.604121432	60.8204	0.0201385391824239	34.4189404346118	0.0341607407813551	2.24315440765822e-12
11484	10184	GeneID:100756533,Genbank:XP_003501794.1	XP_003501794.1	Chaf1a	chromatin assembly factor 1 subunit A isoform X1	XP_003501794.1	35	33346.5557193796	23.8793	0.0512856147492901	13.5154308659143	0.0653078163482212	1.07413585100732e-11
11485	10186	GeneID:100756826,Genbank:XP_003501795.1	XP_003501795.1	Ubxn6	UBX domain-containing protein 6 isoform X1	XP_003501795.1	36	2896.31254444236	25.7346	0.026061664588228	26.5964277996671	0.0400838661871591	8.60276429568828e-06
11488	10189	GeneID:100768515,Genbank:XP_007640599.1	XP_007640599.1	Plin4	perilipin-4 isoform X1	XP_007640599.1	37	33685.1441671901	7.24338	0.031197607546841	22.2179594867727	0.0452198091457721	1.26830990681425e-13
11492	10193	GeneID:100757594,Genbank:XP_003501798.1	XP_003501798.1	LOC100757594	UPF0556 protein C19orf10 homolog	XP_003501798.1	38	492570.38699093	133775	0.0131524752669675	52.7008921507562	0.0271746768658987	2.64123834216297e-11
11493	10194	GeneID:100757878,Genbank:XP_007640603.1	XP_007640603.1	Dpp9	dipeptidyl peptidase 9 isoform X1	XP_007640603.1	39	31859.3391303942	49.7507	0.0131377250160227	52.7600615566688	0.0271599266149538	3.48421240390445e-12
11500	10197	GeneID:100758170,Genbank:XP_003501800.1	XP_003501800.1	Plin3	perilipin-3 isoform X1	XP_003501800.1	40	129750.165513663	22.3653	0.029783871256079	23.2725683844229	0.0438060728550101	9.37399198439052e-11
11516	10212	GeneID:100771098,Genbank:XP_003501844.1	XP_003501844.1	Safb	scaffold attachment factor B1 isoform X1	XP_003501844.1	44	39001.9853574137	27.4029	0.019656050459273	35.2638075485273	0.0336782520582041	1.07298949015667e-09
11517	10213	GeneID:100759422,Genbank:XP_003501805.1	XP_003501805.1	LOC100759422	protein QIL1	XP_003501805.1	45	127550.251568438	144188	0.0165121553673842	41.9779953093883	0.0305343569663153	2.40135008409864e-08
11518	10214	GeneID:100771385,Genbank:XP_007640615.1	XP_007640615.1	Lonp1	lon protease homolog%2C mitochondrial	XP_007640615.1	46	364478.466253686	92.6733	0.0184376247733982	37.5941689387245	0.0324598263723294	1.35831996304983e-14
11528	10224	GeneID:100760481,Genbank:XP_007640620.1	XP_007640620.1	Dus3l	tRNA-dihydrouridine(47) synthase [NAD(P)(+)]-like isoform X1	XP_007640620.1	47	10260.7973422136	6.62277	0.0139374418686167	49.7327405627229	0.0279596434675478	5.35372176878588e-11
11537	10233	GeneID:100761651,Genbank:XP_003501814.1	XP_003501814.1	Clpp	putative ATP-dependent Clp protease proteolytic subunit%2C mitochondrial	XP_003501814.1	48	111549.920899127	115037	0.0150572065876877	46.0342478880998	0.0290794081866188	9.1528773107395e-14
11541	10237	GeneID:100762222,Genbank:XP_003501816.1	XP_003501816.1	Gtf2f1	general transcription factor IIF subunit 1 isoform X1	XP_003501816.1	49	40198.7406628593	45.9704	0.0216044465341511	32.0835425922278	0.0356266481330822	1.80935363621945e-09
11544	10240	GeneID:100774871,Genbank:XP_007640643.1	XP_007640643.1	Khsrp	far upstream element-binding protein 2 isoform X1	XP_007640643.1	50	656894.270439814	95.5153	0.0137373148900617	50.4572535540702	0.0277595164889928	3.71049267050661e-12
11554	10250	GeneID:100750679,Genbank:XP_003501858.1	XP_003501858.1	Tnfsf9	tumor necrosis factor ligand superfamily member 9	XP_003501858.1	52	156409.455056885	197405	0.061524545626899	11.2661893476365	0.0755467472258301	9.04347812080455e-11
11572	10268	GeneID:100752728,Genbank:XP_003501864.1	XP_003501864.1	Zmpste24	CAAX prenyl protease 1 homolog	XP_003501864.1	54	196494.349297233	45.0545	0.00955654575604596	72.5311423451748	0.0235787473549771	2.66514566894557e-15
11574	10270	GeneID:100756534,Genbank:XP_003501874.2	XP_003501874.2	Smap2	stromal membrane-associated protein 2	XP_003501874.2	55	19361.2384503664	56.5706	0.055263373038869	12.5426144378199	0.0692855746378001	3.91283847793439e-07
11591	10282	GeneID:100689101,Genbank:XP_007640658.1	XP_007640658.1	Ctps1	CTP synthase 1 isoform X1	XP_007640658.1	57	564144.524428233	43.4604	0.0133793691030186	51.8071648388532	0.0274015707019497	2.37127288779309e-12
11615	10305	GeneID:103158544,Genbank:XP_007640669.1	XP_007640669.1	LOC103158544	N-alpha-acetyltransferase 11-like	XP_007640669.1	58	153788.651307082	161357	0.00886618625631799	78.1787298982145	0.0228883878552491	4.55296798205125e-13
11622	10312	GeneID:100764255,Genbank:XP_007640673.1	XP_007640673.1	Ctdp1	RNA polymerase II subunit A C-terminal domain phosphatase isoform X2	XP_007640673.1	59	1286.71751332198	4.14888	0.0168483001488133	41.1404814988868	0.0308705017477444	3.06631034294808e-05
11636	10322	GeneID:100766006,Genbank:XP_003501899.2	XP_003501899.2	Prkca	protein kinase C alpha type isoform X1	XP_003501899.2	60	26647.430606978	15.1525	0.0164123573782974	42.2332492879125	0.0304345589772285	1.29260835876185e-11
11645	10329	GeneID:100767177,Genbank:XP_003501903.1	XP_003501903.1	Psmd12	26S proteasome non-ATPase regulatory subunit 12 isoform X1	XP_003501903.1	62	595970.652191954	188787	0.0131577555295242	52.679743061392	0.0271799571284553	1.92346003186138e-13
11649	10333	GeneID:100767464,Genbank:XP_003501904.1	XP_003501904.1	Nol11	nucleolar protein 11 isoform X1	XP_003501904.1	63	44953.9769158713	45.8718	0.0261459751802764	26.5106646732699	0.0401681767792075	8.21649707411308e-09
11665	10348	GeneID:100768235,Genbank:XP_003501907.1	XP_003501907.1	Kpna2	importin subunit alpha-1 isoform X1	XP_003501907.1	66	944162.060311246	352.09	0.114358210702391	6.06119295066456	0.128380412301322	1.55596131370987e-11
11671	10354	GeneID:100768812,Genbank:XP_003501908.1	XP_003501908.1	Ddx5	probable ATP-dependent RNA helicase DDX5	XP_003501908.1	68	2623642.33385409	397114	0.0406024059723918	17.0715789855227	0.0546246075713229	4.99336694038681e-13
11682	10363	GeneID:100750680,Genbank:XP_003501927.1	XP_003501927.1	Ern1	serine/threonine-protein kinase/endoribonuclease IRE1	XP_003501927.1	69	3182.6162924284	6.55819	0.0462464507565722	14.9881162601746	0.0602686523555033	0.00273455612032864
11694	10375	GeneID:100770817,Genbank:XP_003501914.2	XP_003501914.2	Smarcd2	SWI/SNF-related matrix-associated actin-dependent regulator of chromatin subfamily D member 2 isoform X1	XP_003501914.2	70	49609.1572593129	59.7705	0.0252432834749252	27.4586775230119	0.0392654850738563	1.06944316279645e-11
11696	10377	GeneID:100771677,Genbank:XP_003501917.1	XP_003501917.1	Ftsj3	pre-rRNA processing protein FTSJ3	XP_003501917.1	72	42695.4200970564	59.6721	0.0356897564615666	19.4214600849512	0.0497119580604977	5.84338167608104e-12
11697	10378	GeneID:100771386,Genbank:XP_003501916.1	XP_003501916.1	Ddx42	ATP-dependent RNA helicase DDX42 isoform X1	XP_003501916.1	73	103857.051710865	25.3278	0.0245222588128135	28.2660413076531	0.0385444604117446	5.94749117582027e-16
11704	10385	GeneID:100755665,Genbank:XP_003501940.1	XP_003501940.1	Dhps	deoxyhypusine synthase isoform X1	XP_003501940.1	75	187308.295813929	132441	0.0167184389601078	41.4600419461338	0.0307406405590389	2.21375085684339e-12
11706	10387	GeneID:100759607,Genbank:XP_007640725.1	XP_007640725.1	Tnpo2	transportin-2 isoform X2	XP_007640725.1	76	77996.3235287768	24.5494	0.0167651000210831	41.344649282633	0.0307873016200142	3.0885447469368e-11
11711	10392	GeneID:100761936,Genbank:XP_003501962.1	XP_003501962.1	Asna1	ATPase ASNA1	XP_003501962.1	77	373341.567514949	126.92	0.0149259842044954	46.4389598075002	0.0289481858034265	1.16109855305113e-09
11714	10395	GeneID:100756141,Genbank:XP_007640751.1	XP_007640751.1	Junb	transcription factor jun-B	XP_007640751.1	78	31483.0098988478	334268	0.0635916474189434	10.8999720669835	0.0776138490178745	0.000185606474474925
11715	10396	GeneID:100689349,Genbank:NP_001233709.1	NP_001233709.1	Prdx2	peroxiredoxin-2	NP_001233709.1	79	3050284.96997343	485876	0.0179058266574514	38.7107053932915	0.0319280282563825	3.68143024346014e-13
11716	10398	GeneID:100762806,Genbank:XP_003501965.1	XP_003501965.1	Rnaseh2a	ribonuclease H2 subunit A isoform X2	XP_003501965.1	80	86598.3366636895	80.4909	0.0375586282814076	18.4550717711666	0.0515808298803387	8.75137074836465e-06
11726	10405	GeneID:100763673,Genbank:XP_003501968.1	XP_003501968.1	Farsa	phenylalanine--tRNA ligase alpha subunit isoform X1	XP_003501968.1	81	291590.558697446	50.9564	0.0149262249031921	46.4382109378313	0.0289484265021232	2.51649268501406e-12
11732	10410	GeneID:100764552,Genbank:XP_007640732.1	XP_007640732.1	Nfix	nuclear factor 1 X-type isoform X1	XP_007640732.1	83	8981.42514301218	7.16066	0.0330530563854114	20.970743899674	0.0470752579843425	5.53833592337108e-08
11739	10414	GeneID:100765046,Genbank:XP_003501973.1	XP_003501973.1	Trmt1	tRNA (guanine(26)-N(2))-dimethyltransferase isoform X1	XP_003501973.1	84	16450.1861045525	4.79872	0.014926862635905	46.4362269196914	0.0289490642348361	8.92029992971971e-10
11747	10425	GeneID:100765916,Genbank:XP_003501976.1	XP_003501976.1	Mri1	methylthioribose-1-phosphate isomerase isoform X1	XP_003501976.1	86	87484.6701659106	12.8705	0.0119106708354679	58.1954778311791	0.025932872434399	7.62790442053033e-10
11770	10433	GeneID:100767087,Genbank:XP_003501980.1	XP_003501980.1	Cc2d1a	coiled-coil and C2 domain-containing protein 1A	XP_003501980.1	87	9449.92394697581	12.6054	0.044068542212253	15.7288429742343	0.0580907438111842	1.06784383784089e-11
11773	10436	GeneID:100767562,Genbank:XP_003501982.1	XP_003501982.1	Rfx1	MHC class II regulatory factor RFX1 isoform X1	XP_003501982.1	88	2194.84998296763	6.07704	0.0640479507559899	10.8223162861322	0.078070152354921	3.75272938332643e-06
11783	10446	GeneID:100768997,Genbank:XP_007640758.1	XP_007640758.1	Prkaca	cAMP-dependent protein kinase catalytic subunit alpha isoform X1	XP_007640758.1	90	316969.545867167	79057	0.0187315130660367	37.0043347868536	0.0327537146649678	1.11627435463396e-12
11784	10447	GeneID:100769479,Genbank:XP_003501989.1	XP_003501989.1	Asf1b	histone chaperone ASF1B	XP_003501989.1	91	28316.0924903718	74.1089	0.0959651756744441	7.22290326348595	0.109987377273375	3.09497585540191e-10
11787	10450	GeneID:100752425,Genbank:XP_003501931.1	XP_003501931.1	Ddx39a	ATP-dependent RNA helicase DDX39A	XP_003501931.1	92	2067467.42013752	85.5871	0.0094716742797838	73.1810617727204	0.0234938758787149	2.4123973784127e-15
11788	10451	GeneID:100752729,Genbank:XP_007640750.1	XP_007640750.1	Pkn1	serine/threonine-protein kinase N1 isoform X1	XP_007640750.1	93	14755.4183892687	27.4571	0.0327031958134224	21.1950900613651	0.0467253974123535	1.17861554383971e-13
11790	10453	GeneID:100753328,Genbank:XP_003501934.2	XP_003501934.2	Gipc1	PDZ domain-containing protein GIPC1	XP_003501934.2	94	30501.6019913742	29.1859	0.0375964980847201	18.4364825414858	0.0516186996836512	1.0609056131994e-12
11791	10454	GeneID:100753924,Genbank:XP_003501936.1	XP_003501936.1	Dnajb1	dnaJ homolog subfamily B member 1 isoform X1	XP_003501936.1	95	123578.358864264	33912	0.0160731100076865	43.1246460845764	0.0300953116066177	7.6079002497265e-14
11792	10455	GeneID:100761652,Genbank:XP_003501961.2	XP_003501961.2	Tecr	very-long-chain enoyl-CoA reductase isoform X1	XP_003501961.2	96	710024.137960701	246.42	0.0255729318473349	27.1047209095106	0.039595133446266	1.43343216348507e-10
11793	10456	GeneID:100754222,Genbank:XP_003501937.1	XP_003501937.1	Ndufb7	NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 7	XP_003501937.1	97	22320.6268688737	170826	0.013271666278778	52.2275926775163	0.0272938678777091	3.39401013726253e-08
11828	10484	GeneID:100752222,Genbank:XP_007640781.1	XP_007640781.1	Vps4b	vacuolar protein sorting-associated protein 4B	XP_007640781.1	99	110935.995529552	34.1351	0.0318376194302213	21.7713256507485	0.0458598210291524	3.28061146445369e-09
11829	10485	GeneID:100774578,Genbank:XP_003502008.1	XP_003502008.1	Kdsr	3-ketodihydrosphingosine reductase	XP_003502008.1	100	11082.4098102022	5.83642	0.0137410681601304	50.4434715323736	0.0277632697590615	3.45815750069472e-06
11837	10493	GeneID:100750853,Genbank:XP_003502012.1	XP_003502012.1	Kiaa1468	lisH domain and HEAT repeat-containing protein KIAA1468 homolog isoform X1	XP_003502012.1	101	24767.3489752965	3.76692	0.0154350086796674	44.9074694381632	0.0294572102785985	7.34280529324918e-13
11841	10497	GeneID:100751357,Genbank:XP_003502014.1	XP_003502014.1	Pign	GPI ethanolamine phosphate transferase 1 isoform X3	XP_003502014.1	102	343.217274940678	3.03551	0.0254909378776413	27.1919057622403	0.0395131394765724	1.88563091534731e-05
11844	10500	GeneID:100754014,Genbank:XP_003502020.1	XP_003502020.1	Sdcbp	syntenin-1 isoform X1	XP_003502020.1	103	73388.2102427236	47.5021	0.0926157969474093	7.48411397845597	0.10663799854634	1.77421997714349e-12
11883	10529	GeneID:100760581,Genbank:XP_007640801.1	XP_007640801.1	Hibadh	3-hydroxyisobutyrate dehydrogenase%2C mitochondrial isoform X1	XP_007640801.1	105	176424.734918313	56827	0.0113485135436097	61.0782353033589	0.0253707151425408	8.2255943133266e-10
11885	10530	GeneID:100760869,Genbank:XP_007640802.1	XP_007640802.1	Tax1bp1	tax1-binding protein 1 isoform X1	XP_007640802.1	106	1388.57806453568	45.3353	0.0519255041902574	13.3488772303534	0.0659477057891885	0.0127563339450028
11909	10552	GeneID:100767947,Genbank:XP_003502057.1	XP_003502057.1	Dsp	desmoplakin isoform X1	XP_003502057.1	108	6196.17042003761	2.41819	0.0739726152560364	9.37032141098164	0.0879948168549676	1.83800138170501e-10
11912	10555	GeneID:100766506,Genbank:XP_003502053.1	XP_003502053.1	Txndc5	thioredoxin domain-containing protein 5 isoform X1	XP_003502053.1	109	871426.826045855	186533	0.0184559164692664	37.5569092824084	0.0324781180681975	3.50155412054204e-13
11914	10557	GeneID:100689310,Genbank:NP_001233672.1	NP_001233672.1	Eef1e1	eukaryotic translation elongation factor 1 epsilon-1	NP_001233672.1	110	288061.728814611	67.9293	0.0113283657819048	61.1868643637135	0.025350567380836	8.83029989674836e-11
11938	10579	GeneID:100774093,Genbank:XP_003502074.1	XP_003502074.1	LOC100774093	uncharacterized protein C2orf47 homolog%2C mitochondrial isoform X1	XP_003502074.1	111	6286.67265362698	15.8192	0.0153907605936457	45.036577389562	0.0294129621925768	6.62609073267991e-06
11948	10588	GeneID:100751937,Genbank:XP_003502081.1	XP_003502081.1	Pspc1	paraspeckle component 1 isoform X1	XP_003502081.1	113	161372.26306447	21.7382	0.0130351932746547	53.1750596984	0.0270573948735858	1.06523260023354e-11
11953	10593	GeneID:100765231,Genbank:XP_007640879.1	XP_007640879.1	Parp4	poly [ADP-ribose] polymerase 4 isoform X1	XP_007640879.1	114	1232.30215503614	5.41643	0.0357478167161602	19.3899164825526	0.0497700183150913	4.54957337227074e-09
11982	10621	GeneID:100769858,Genbank:XP_003502136.1	XP_003502136.1	Nop9	nucleolar protein 9 isoform X1	XP_003502136.1	115	196644.764895446	54.6405	0.0249933482634936	27.7332661975662	0.0390155498624247	9.34651043953587e-12
11983	10622	GeneID:100757215,Genbank:XP_003502097.1	XP_003502097.1	Dhrs1	dehydrogenase/reductase SDR family member 1	XP_003502097.1	116	77406.3517229997	45.5344	0.0224961700712227	30.8117861113891	0.0365183716701538	0
11985	10623	GeneID:100757505,Genbank:XP_003502098.1	XP_003502098.1	Rabggta	geranylgeranyl transferase type-2 subunit alpha isoform X2	XP_003502098.1	117	142237.056846743	33.2416	0.012218398838512	56.729788388898	0.0262406004374432	3.72053750013768e-11
11995	10632	GeneID:100758651,Genbank:XP_003502102.1	XP_003502102.1	Nedd8	NEDD8	XP_003502102.1	118	552356.149781153	345462	0.020929288235776	33.1185261892995	0.0349514898347071	9.61714407710017e-16
11996	10633	GeneID:100758361,Genbank:XP_003502101.1	XP_003502101.1	Mdp1	magnesium-dependent phosphatase 1	XP_003502101.1	119	54611.9639358831	41.7375	0.0292752016573723	23.6769395706414	0.0432974032563034	3.07462121376348e-11
12003	10639	GeneID:100759608,Genbank:XP_003502107.1	XP_003502107.1	Tm9sf1	transmembrane 9 superfamily member 1	XP_003502107.1	120	5997.16291880814	19.3749	0.0152465410211197	45.4625858809412	0.0292687426200508	8.55579399981353e-10
12004	10641	GeneID:100760098,Genbank:XP_003502108.1	XP_003502108.1	Ipo4	importin-4 isoform X1	XP_003502108.1	121	284804.853589457	47.8063	0.0136710361249376	50.7018761581328	0.0276932377238687	3.66971897218038e-14
12009	10646	GeneID:100760689,Genbank:XP_003502110.1	XP_003502110.1	Rnf31	E3 ubiquitin-protein ligase RNF31 isoform X1	XP_003502110.1	122	941.815318905848	8.75335	0.0242890191646765	28.5374710218019	0.0383112207636076	5.31138204551957e-05
12011	10648	GeneID:100760978,Genbank:XP_003502111.1	XP_003502111.1	Psme2	proteasome activator complex subunit 2	XP_003502111.1	123	1095704.20417374	141185	0.00986746367815702	70.245729112165	0.0238896652770881	1.60851012135955e-14
12019	10655	GeneID:100762618,Genbank:XP_003502116.1	XP_003502116.1	Pck2	phosphoenolpyruvate carboxykinase [GTP]%2C mitochondrial	XP_003502116.1	124	179494.879996695	34.0571	0.0295444940158614	23.4611288380102	0.0435666956147925	8.33113542072675e-12
12033	10666	GeneID:100764351,Genbank:XP_003502120.1	XP_003502120.1	Thtpa	thiamine-triphosphatase isoform X1	XP_003502120.1	125	17282.4851493399	6.99139	0.0253557894417071	27.3368408486547	0.0393779910406382	3.20341571680917e-10
12035	10671	GeneID:100764946,Genbank:XP_003502122.1	XP_003502122.1	Ngdn	neuroguidin	XP_003502122.1	126	82785.2854722614	75.9142	0.0188462015635729	36.7791450293996	0.032868403162504	2.04598239565427e-11
12039	10674	GeneID:100774181,Genbank:XP_003502145.1	XP_003502145.1	LOC100774181	UPF0554 protein C2orf43 homolog	XP_003502145.1	127	36699.448449982	6.78511	0.0274695386086408	25.2333026205948	0.0414917402075719	1.95337433802076e-06
12041	10675	GeneID:100774467,Genbank:XP_003502146.1	XP_003502146.1	Hs1bp3	HCLS1-binding protein 3	XP_003502146.1	128	2245.89913631664	4.7805	0.0291196180637038	23.8034434051839	0.043141819662635	4.14538317522725e-08
12057	10689	GeneID:100751359,Genbank:XP_003502152.1	XP_003502152.1	Wdr35	WD repeat-containing protein 35	XP_003502152.1	130	3889.44288004633	11.9162	0.0314958970437502	22.0075389374404	0.0455180986426813	5.51934637229837e-09
12076	10700	GeneID:100757409,Genbank:XP_003502168.1	XP_003502168.1	Fastkd2	FAST kinase domain-containing protein 2	XP_003502168.1	132	4409.51678727612	14.9098	0.0145573621675384	47.6148887815403	0.0285795637664695	7.08287483728415e-09
12102	10726	GeneID:100753925,Genbank:XP_003502157.1	XP_003502157.1	Eef1b2	elongation factor 1-beta	XP_003502157.1	133	2123914.5448314	372394	0.00413105631145155	167.78933238903	0.0181532579103827	6.46604345679986e-12
12103	10727	GeneID:100754223,Genbank:XP_003502158.1	XP_003502158.1	Ndufs1	NADH-ubiquinone oxidoreductase 75 kDa subunit%2C mitochondrial	XP_003502158.1	134	210822.093973884	35.8832	0.0183171531798784	37.8414251250229	0.0323393547788095	5.16367112253575e-12
12118	10741	GeneID:100760870,Genbank:XP_003502180.1	XP_003502180.1	Ndufa5	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 5 isoform X1	XP_003502180.1	137	52235.7802213434	273712	0.0297754008927028	23.2791888531656	0.0437976024916339	1.40056883455297e-12
12125	10747	GeneID:100757697,Genbank:XP_003502169.1	XP_003502169.1	Wasl	neural Wiskott-Aldrich syndrome protein	XP_003502169.1	138	15464.8848787902	23.2282	0.023312687244554	29.7326161196569	0.0373348888434851	3.37991863832782e-08
12151	10769	GeneID:100763197,Genbank:XP_007640957.1	XP_007640957.1	Ssfa2	sperm-specific antigen 2 isoform X2	XP_007640957.1	142	4599.88827608581	12.6988	0.0326167023126191	21.2512955453431	0.0466389039115502	2.26166135511523e-10
12159	10774	GeneID:100762619,Genbank:XP_003502184.1	XP_003502184.1	Ube2e3	ubiquitin-conjugating enzyme E2 E3	XP_003502184.1	143	50811.6378071999	79.8946	0.0501257414648089	13.8281681288759	0.06414794306374	3.56057171605033e-06
12162	10777	GeneID:100689325,Genbank:NP_001233687.1	NP_001233687.1	Ugp2	UTP--glucose-1-phosphate uridylyltransferase	NP_001233687.1	144	313567.093250593	69.57	0.0210167089735999	32.980766942657	0.035038910572531	5.54299990182751e-12
12163	10778	GeneID:100764352,Genbank:XP_003502188.1	XP_003502188.1	Mdh1	malate dehydrogenase%2C cytoplasmic	XP_003502188.1	145	3310015.11761135	419905	0.0162160376863314	42.7445467239017	0.0302382392852626	3.54223491586725e-14
12181	10796	GeneID:100767849,Genbank:XP_003502197.1	XP_003502197.1	Cct4	T-complex protein 1 subunit delta	XP_003502197.1	149	4205232.80225465	444718	0.00935514172735136	74.092643464012	0.0233773433262825	1.43074031839423e-14
12200	10801	GeneID:100771876,Genbank:XP_003502203.2	XP_003502203.2	Abt1	activator of basal transcription 1	XP_003502203.2	151	49116.7935620021	19.5166	0.0568751787770964	12.187164866356	0.0708973803760276	1.06041063650887e-12
12240	10810	GeneID:100774468,Genbank:XP_003502211.1	XP_003502211.1	LOC100774468	histone H1.3	XP_003502211.1	154	255304.364929339	1.01273	0.0100109016857778	69.2392356169752	0.0240331032847089	1.76153969271833e-11
12254	10824	GeneID:100752904,Genbank:XP_003502221.1	XP_003502221.1	LOC100752904	histone H1.2 isoform X1	XP_003502221.1	155	9273437.26194823	23.6159	0.0195142238719339	35.5200998568463	0.033536425470865	3.34010368462446e-12
12272	10842	GeneID:100757310,Genbank:XP_007641011.1	XP_007641011.1	Lrrc16a	leucine-rich repeat-containing protein 16A isoform X1	XP_007641011.1	156	29267.1043019447	10.7195	0.0147341635317502	47.0435379019857	0.0287563651306813	7.22257746326423e-11
12288	10857	GeneID:100758652,Genbank:XP_003502239.1	XP_003502239.1	Acot13	acyl-coenzyme A thioesterase 13	XP_003502239.1	157	46416.5417701033	45.6786	0.0253973354779454	27.2921220874474	0.0394195370768765	2.55898228563712e-12
12314	10881	GeneID:100769387,Genbank:XP_007641024.1	XP_007641024.1	Psma8	proteasome subunit alpha type-7-like	XP_007641024.1	159	990286.410430075	8.90397	0.0132387178254319	52.357576443573	0.0272609194243631	1.44919787012969e-15
12334	10900	GeneID:100750681,Genbank:XP_003502285.1	XP_003502285.1	Pelo	protein pelota homolog	XP_003502285.1	161	23040.0414487835	28.5891	0.0326357297586364	21.2389055089696	0.0466579313575675	5.54520768159219e-13
12339	10905	GeneID:100773999,Genbank:XP_003502281.1	XP_003502281.1	Ndufs4	NADH dehydrogenase [ubiquinone] iron-sulfur protein 4%2C mitochondrial	XP_003502281.1	162	49813.2004960118	137946	0.0363707445212469	19.0578221503006	0.050392946120178	1.45196002809981e-06
12340	10906	GeneID:100750974,Genbank:XP_003502286.1	XP_003502286.1	Utp11l	probable U3 small nucleolar RNA-associated protein 11	XP_003502286.1	163	40675.074726104	144701	0.103445665915611	6.70059179787582	0.117467867514542	2.5952737145956e-06
12344	10910	GeneID:100751561,Genbank:XP_003502288.1	XP_003502288.1	Sf3a3	splicing factor 3A subunit 3	XP_003502288.1	165	197826.747754554	87.6187	0.0195833386133997	35.3947401024699	0.0336055402123308	3.12277606320469e-12
12345	10911	GeneID:100751850,Genbank:XP_007641044.1	XP_007641044.1	Inpp5b	type II inositol 1%2C4%2C5-trisphosphate 5-phosphatase isoform X1	XP_007641044.1	166	1403.77878456208	7.18921	0.0204241412068644	33.937641418528	0.0344463428057955	4.18201798024383e-08
12353	10919	GeneID:100753031,Genbank:XP_003502292.1	XP_003502292.1	Cdca8	borealin	XP_003502292.1	167	113630.159246046	58.4405	0.0913738850649663	7.58583461857972	0.105396086663897	1.46584347072442e-09
12359	10924	GeneID:100753926,Genbank:XP_003502295.1	XP_003502295.1	Gnl2	nucleolar GTP-binding protein 2	XP_003502295.1	169	10999.2202732545	48.2574	0.123670705268147	5.60478068801372	0.137692906867078	7.90839168820405e-09
12369	10933	GeneID:100757311,Genbank:XP_007641066.1	XP_007641066.1	Dnajc2	dnaJ homolog subfamily C member 2 isoform X1	XP_007641066.1	171	40740.4073267522	78.8631	0.0155437635568343	44.5932658474583	0.0295659651557654	7.16949581864023e-12
12384	10948	GeneID:100761738,Genbank:XP_007641070.1	XP_007641070.1	Prmt3	protein arginine N-methyltransferase 3	XP_007641070.1	172	306948.593176271	53824	0.0149321693615015	46.4197240052096	0.0289543709604326	5.87395391302598e-11
12385	10949	GeneID:100759325,Genbank:XP_003502312.1	XP_003502312.1	Htatip2	oxidoreductase HTATIP2 isoform X1	XP_003502312.1	173	87720.2942134194	50.3877	0.0394789507991852	17.5573860634172	0.0535011523981163	2.25869393129424e-09
12413	10976	GeneID:100766986,Genbank:XP_003502331.1	XP_003502331.1	Mpc2	mitochondrial pyruvate carrier 2	XP_003502331.1	174	176785.112517262	128565	0.0231803391309241	29.9023744495283	0.0372025407298552	1.60902777081988e-12
12455	11014	GeneID:100752819,Genbank:XP_003502362.1	XP_003502362.1	Commd7	COMM domain-containing protein 7 isoform X1	XP_003502362.1	177	38411.4062493932	5.13875	0.0138691158282522	49.9777483398015	0.0278913174271833	1.15478305050097e-10
12462	11022	GeneID:100753417,Genbank:XP_003502364.1	XP_003502364.1	Pofut1	GDP-fucose protein O-fucosyltransferase 1 isoform X1	XP_003502364.1	178	154842.665480685	36.2342	0.014071069413549	49.2604478158934	0.0280932710124801	1.00135754336091e-10
12464	11024	GeneID:100754311,Genbank:XP_003502367.1	XP_003502367.1	Tm9sf4	transmembrane 9 superfamily member 4 isoform X1	XP_003502367.1	179	75345.3033772243	18609	0.0191820063120378	36.1352806001818	0.0332042079109689	2.81626175102385e-10
12468	11028	GeneID:100754797,Genbank:XP_003502369.1	XP_003502369.1	Pdrg1	p53 and DNA damage-regulated protein 1	XP_003502369.1	180	3357.09238512649	123416	0.100087678903183	6.92539969110923	0.114109880502114	9.91848886347385e-07
12478	11038	GeneID:100756732,Genbank:XP_003502376.1	XP_003502376.1	Tpx2	targeting protein for Xklp2 isoform X3	XP_003502376.1	181	23192.6191127234	18.7754	0.208797646592448	3.31970782176917	0.222819848191379	9.92949098717329e-11
12515	11074	GeneID:100762721,Genbank:XP_003502395.1	XP_003502395.1	Glmn	glomulin isoform X1	XP_003502395.1	184	12447.2242364704	16.2145	0.0160100836565948	43.2944134101653	0.0300322852555259	9.38405776204727e-12
12530	11089	GeneID:100764949,Genbank:XP_003502402.1	XP_003502402.1	Tmed5	transmembrane emp24 domain-containing protein 5	XP_003502402.1	185	41124.7612820935	47.9822	0.0147414630404537	47.0202434220946	0.0287636646393849	5.40605584489724e-08
12539	11096	GeneID:100765234,Genbank:XP_003502403.1	XP_003502403.1	Dr1	protein Dr1	XP_003502403.1	187	36391.9129615918	99.9186	0.01662278413806	41.6986212900939	0.0306449857369911	1.07698318512662e-11
