tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
rna16572	-	-	gene12052	Dbnl	-	NW_003614085.1:270773-284853	1984	105.193	12.7791	11.5789	13.9793	OK
rna16573	-	-	gene12053	Pgam2	-	NW_003614085.1:284623-287994	2077	0	0	0	0.0249697	OK
rna16562	-	-	gene12043	Fry	-	NW_003614084.1:710041-1043960	10407	27.3933	3.32551	3.15062	3.5004	OK
rna16576	-	-	gene12054	Polm	-	NW_003614085.1:315728-325446	2549	9.6893	1.18337	0.91967	1.44706	OK
rna16575	-	-	gene12054	Polm	-	NW_003614085.1:315728-326214	3322	5.29217	0.64634	0.46826	0.82442	OK
rna16574	-	-	gene12054	Polm	-	NW_003614085.1:315728-326214	2928	0	0	0	0.0171554	OK
rna16581	-	-	gene12057	Myl7	-	NW_003614085.1:383187-385099	519	0	0	0	0	OK
rna16582	-	-	gene12058	Gck	-	NW_003614085.1:388622-398190	1518	0	0	0	0	OK
gene12059	-	-	gene12059	LOC103161819	-	NW_003614085.1:402274-415889	655	0	0	0	0	OK
rna16583	-	-	gene12060	Ykt6	-	NW_003614085.1:434020-445010	2490	504.908	64.8341	63.1877	66.4806	OK
rna16577	-	-	gene12055	Aebp1	-	NW_003614085.1:345515-355850	4378	558.365	67.906	66.6532	69.1588	OK
rna16580	-	-	gene12056	Pold2	-	NW_003614085.1:355886-360850	1575	547.958	68.2203	64.6614	71.7792	OK
rna16579	-	-	gene12056	Pold2	-	NW_003614085.1:355886-361981	2217	0	0	0	0.023229	OK
rna16578	-	-	gene12056	Pold2	-	NW_003614085.1:355886-361981	2025	0	0	0	0.0256846	OK
rna16588	-	-	gene12063	Npc1l1	-	NW_003614085.1:674736-692166	3987	0	0	0	0	OK
rna16584	-	-	gene12061	Camk2b	-	NW_003614085.1:448759-514972	1650	0.140156	0.0161838	0	0.0622389	OK
rna16585	-	-	gene12061	Camk2b	-	NW_003614085.1:448759-514972	1908	0	0	0	0.0274531	OK
rna16586	-	-	gene12061	Camk2b	-	NW_003614085.1:448759-514972	2022	0	0	0	0.0257271	OK
rna16590	-	-	gene12065	Tmed4	-	NW_003614085.1:720453-724504	1219	383.541	46.2687	44.2015	48.3358	OK
rna16589	-	-	gene12064	Ddx56	-	NW_003614085.1:708550-716772	1896	373.131	45.4124	43.8277	46.9971	OK
rna16587	-	-	gene12062	Nudcd3	-	NW_003614085.1:574817-669024	3675	271.277	33.4505	32.4985	34.4026	OK
rna16599	-	-	gene12068	Ppia	-	NW_003614085.1:863626-867160	667	8972.09	1117.12	1101.88	1132.37	OK
rna16600	-	-	gene12069	LOC100766018	-	NW_003614085.1:872063-887095	736	815.248	99.8448	95.6415	104.048	OK
rna16596	-	-	gene12067	Zmiz2	-	NW_003614085.1:841914-852782	3948	39.3876	4.85562	4.39622	5.31503	OK
rna16597	-	-	gene12067	Zmiz2	-	NW_003614085.1:841914-852782	3846	0	0	0	0.0128255	OK
rna16598	-	-	gene12067	Zmiz2	-	NW_003614085.1:841914-852782	3852	0	0	0	0.0128044	OK
rna16595	-	-	gene12067	Zmiz2	-	NW_003614085.1:841914-852782	3966	27.3736	3.37456	2.98449	3.76462	OK
rna16604	-	-	gene12071	LOC100766606	-	NW_003614085.1:973358-976351	2171	90.756	11.34	10.5987	12.0813	OK
rna16605	-	-	gene12072	Ccm2	-	NW_003614085.1:1016216-1052249	1734	124.351	15.3231	14.3465	16.2996	OK
rna16603	-	-	gene12070	Myo1g	-	NW_003614085.1:953724-966486	2829	0.127551	0.0171038	0	0.054279	OK
rna16602	-	-	gene12070	Myo1g	-	NW_003614085.1:953724-967222	3437	0.866346	0.116172	0.0523131	0.18003	OK
rna16601	-	-	gene12070	Myo1g	-	NW_003614085.1:953724-967222	3314	0	0	0	0.0150228	OK
rna16606	-	-	gene12073	Nacad	-	NW_003614085.1:1052347-1061100	5861	6.3126	0.76343	0.649581	0.87728	OK
rna16609	-	-	gene12075	LOC100770064	-	NW_003614085.1:1079832-1088796	681	0.213845	0.0493853	0	0.148156	OK
gene12076	-	-	gene12076	LOC100770353	-	NW_003614085.1:1116238-1116686	448	0	0	0	0	OK
rna16610	-	-	gene12077	Ramp3	-	NW_003614085.1:1125818-1128165	402	1.02594	0.118465	0	0.355396	OK
rna16608	-	-	gene12074	Tbrg4	-	NW_003614085.1:1069905-1079345	3108	330.185	39.8314	37.8302	41.8327	OK
rna16607	-	-	gene12074	Tbrg4	-	NW_003614085.1:1069905-1079345	2996	0	0	0	0.0167368	OK
rna16591	-	-	gene12066	Ogdh	-	NW_003614085.1:742650-811610	4160	147.44	18.0537	16.9067	19.2007	OK
rna16592	-	-	gene12066	Ogdh	-	NW_003614085.1:742650-811610	4172	788.663	96.5698	92.2682	100.871	OK
rna16593	-	-	gene12066	Ogdh	-	NW_003614085.1:743406-811610	4231	0	0	0	0.0115979	OK
rna16594	-	-	gene12066	Ogdh	-	NW_003614085.1:743650-811610	4305	0	0	0	0.0113884	OK
rna16612	-	-	gene12079	Sqrdl	-	NW_003614086.1:830962-868530	1689	0	0	0	0.0315147	OK
rna16611	-	-	gene12079	Sqrdl	-	NW_003614086.1:830962-874057	1701	134.671	16.1308	14.9177	17.344	OK
rna16613	-	-	gene12079	Sqrdl	-	NW_003614086.1:832533-874058	1279	0	0	0	0.0435876	OK
rna16616	-	-	gene12082	Mir147	-	NW_003614086.1:1007909-1007989	80	0	0	0	0	OK
rna16617	-	-	gene12082	Mir147	-	NW_003614086.1:1007918-1007937	19	0	0	0	0	OK
rna16618	-	-	gene12083	Spata5l1	-	NW_003614086.1:1015032-1028830	1977	212.775	26.3423	25.1633	27.5212	OK
rna16619	-	-	gene12084	Gatm	-	NW_003614086.1:1028855-1069970	2186	0.970539	0.129763	0.0515128	0.208013	OK
gene12085	-	-	gene12085	LOC100773514	-	NW_003614086.1:1038664-1040056	1392	1.19501	0.137988	0.0336788	0.242296	OK
rna16620	-	-	gene12086	Slc28a2	-	NW_003614086.1:1107722-1128326	1977	0.114237	0.0131909	0	0.0395727	OK
rna16621	-	-	gene12087	Trnah-gug	-	NW_003614086.1:1173932-1174004	72	0	0	0	0	OK
rna16622	-	-	gene12088	Trnah-gug	-	NW_003614086.1:1174531-1174603	72	0	0	0	0	OK
rna16623	-	-	gene12089	Trnah-gug	-	NW_003614086.1:1175976-1176048	72	0	0	0	0	OK
rna16624	-	-	gene12090	Shf	-	NW_003614086.1:1184165-1203887	1358	165.498	21.7164	20.3804	23.0524	OK
rna16614	-	-	gene12080	Bloc1s6	-	NW_003614086.1:888667-897747	1500	139.396	16.9799	15.6599	18.2999	OK
rna16615	-	-	gene12081	Slc30a4	-	NW_003614086.1:897665-970808	5374	198.593	24.1907	22.9904	25.391	OK
rna16626	-	-	gene12092	LOC100774680	-	NW_003614087.1:9438-9698	260	0	0	0	0	OK
rna16627	-	-	gene12093	Melk	-	NW_003614087.1:131231-193451	2336	165.847	21.3484	20.3808	22.3161	OK
rna16628	-	-	gene12094	Pax5	-	NW_003614087.1:350405-514322	1083	0.231055	0.0533596	0	0.128927	OK
gene12095	-	-	gene12095	LOC103163785	-	NW_003614087.1:559630-559973	343	0	0	0	0	OK
rna16625	-	-	gene12091	Duox1	-	NW_003614086.1:1204135-1232599	5172	1.82378	0.234976	0.168075	0.301876	OK
rna16630	-	-	gene12097	Grhpr	-	NW_003614087.1:803206-813402	1401	21.9161	3.05194	2.56324	3.54064	OK
rna16629	-	-	gene12096	Zcchc7	-	NW_003614087.1:590369-760677	2453	15.7443	2.06824	1.7714	2.36508	OK
rna16637	-	-	gene12099	Polr1e	-	NW_003614087.1:849820-861216	1604	211.938	26.3298	25.0006	27.659	OK
rna16639	-	-	gene12100	Fbxo10	-	NW_003614087.1:862907-896871	2959	0	0	0	0.016962	OK
rna16638	-	-	gene12100	Fbxo10	-	NW_003614087.1:862907-897196	3454	2.61428	0.33062	0.231028	0.430211	OK
rna16640	-	-	gene12101	Tomm5	-	NW_003614087.1:936406-939097	688	875.804	104.435	99.9261	108.944	OK
gene12102	-	-	gene12102	LOC100753044	-	NW_003614087.1:1046493-1059543	1084	0	0	0	0	OK
gene12078	-	-	gene12078	LOC100772354	-	NW_003614086.1:358252-359252	1000	9695.45	1216.63	1204.55	1228.72	OK
rna16641	-	-	gene12103	Frmpd1	-	NW_003614087.1:1075445-1115352	4568	0.0463382	0.00535066	0	0.016052	OK
rna16642	-	-	gene12104	Trmt10b	-	NW_003614087.1:1120105-1136413	1373	0.173502	0.0200342	0	0.0601026	OK
rna16644	-	-	gene12106	LOC100753938	-	NW_003614087.1:1146389-1168701	789	0	0	0	0	OK
rna16643	-	-	gene12105	Exosc3	-	NW_003614087.1:1137937-1142428	710	305.535	40.2494	37.4852	43.0135	OK
rna16645	-	-	gene12107	Dcaf10	-	NW_003614087.1:1177995-1209681	1887	47.3784	5.83729	5.26763	6.40695	OK
rna16652	-	-	gene12109	Sox6	-	NW_003614088.1:202123-529735	3844	0	0	0	0	OK
rna16651	-	-	gene12109	Sox6	-	NW_003614088.1:202123-555048	3814	0	0	0	0	OK
rna16649	-	-	gene12109	Sox6	-	NW_003614088.1:202123-756411	4268	0	0	0	0	OK
rna16650	-	-	gene12109	Sox6	-	NW_003614088.1:202123-756411	4391	0	0	0	0	OK
rna16648	-	-	gene12109	Sox6	-	NW_003614088.1:202123-756411	4321	0	0	0	0	OK
rna16647	-	-	gene12109	Sox6	-	NW_003614088.1:202123-758802	4385	0	0	0	0	OK
rna16646	-	-	gene12108	LOC100754521	-	NW_003614087.1:1224210-1226496	2286	126.915	15.6977	14.8509	16.5446	OK
rna16654	-	-	gene12111	Plekha7	-	NW_003614088.1:860560-941110	4885	0	0	0	0	OK
rna16635	-	-	gene12098	Zbtb5	-	NW_003614087.1:814838-823200	3235	4.27646	0.547426	0.379977	0.714876	OK
rna16634	-	-	gene12098	Zbtb5	-	NW_003614087.1:814838-832470	3225	0	0	0	0.0154661	OK
rna16632	-	-	gene12098	Zbtb5	-	NW_003614087.1:814838-841515	3823	6.04563	0.773897	0.59505	0.952744	OK
rna16633	-	-	gene12098	Zbtb5	-	NW_003614087.1:814838-841515	3874	0	0	0	0.0127276	OK
rna16631	-	-	gene12098	Zbtb5	-	NW_003614087.1:814838-841556	3315	3.171	0.405918	0.250571	0.561266	OK
rna16636	-	-	gene12098	Zbtb5	-	NW_003614087.1:823267-841515	645	0	0	0	0.106905	OK
rna16653	-	-	gene12110	LOC100756062	-	NW_003614088.1:824715-837402	1528	763.517	99.7526	97.0823	102.423	OK
rna16655	-	-	gene12112	Rps13	-	NW_003614088.1:1084141-1086164	456	3446.16	432.151	419.375	444.927	OK
rna16659	-	-	gene12114	Cyyr1	-	NW_003614089.1:6016-94335	501	0	0	0	0	OK
rna16660	-	-	gene12115	App	-	NW_003614089.1:385395-549901	3126	1882.97	242.767	239.96	245.575	OK
rna16663	-	-	gene12116	Gabpa	-	NW_003614089.1:623213-648060	2403	507.714	62.9614	59.8839	66.0389	OK
rna16664	-	-	gene12116	Gabpa	-	NW_003614089.1:623213-648060	2409	0	0	0	0.021202	OK
rna16662	-	-	gene12116	Gabpa	-	NW_003614089.1:623213-649140	2368	0	0	0	0.0216046	OK
rna16661	-	-	gene12116	Gabpa	-	NW_003614089.1:623213-649461	2453	0	0	0	0.0207863	OK
rna16665	-	-	gene12117	Atp5j	-	NW_003614089.1:653411-656484	532	4110.11	573.99	560.938	587.042	OK
rna16666	-	-	gene12118	Jam2	-	NW_003614089.1:662751-706157	1149	0.214836	0.0496141	0	0.119877	OK
rna16669	-	-	gene12120	Mir155	-	NW_003614089.1:757678-757768	90	0	0	0	0	OK
rna16670	-	-	gene12120	Mir155	-	NW_003614089.1:757736-757758	22	0	0	0	0	OK
gene12121	-	-	gene12121	LOC100758373	-	NW_003614089.1:1172540-1172977	437	0	0	0	0	OK
rna16671	-	-	gene12122	LOC103162672	-	NW_003614090.1:832027-837881	283	6.39887	1.05554	0	2.11158	OK
rna16667	-	-	gene12119	Mrpl39	-	NW_003614089.1:736119-753762	1233	0	0	0	0.0455452	OK
rna16668	-	-	gene12119	Mrpl39	-	NW_003614089.1:736335-753762	1046	695.289	87.7832	82.9788	92.5875	OK
rna16677	-	-	gene12124	LOC103162673	-	NW_003614090.1:1207983-1216351	909	3.60584	0.43302	0.192824	0.673216	OK
rna16678	-	-	gene12125	LOC100760404	-	NW_003614091.1:42647-48790	723	0	0	0	0	OK
rna16679	-	-	gene12126	LOC100761856	-	NW_003614091.1:62880-121241	870	0	0	0	0	OK
rna16680	-	-	gene12127	LOC100762438	-	NW_003614091.1:132891-161479	1008	0	0	0	0	OK
rna16681	-	-	gene12128	LOC100760700	-	NW_003614091.1:177942-194099	792	0	0	0	0	OK
rna16682	-	-	gene12128	LOC100760700	-	NW_003614091.1:177942-194099	795	0	0	0	0	OK
rna16683	-	-	gene12129	LOC100762730	-	NW_003614091.1:213271-220885	814	0	0	0	0	OK
rna16684	-	-	gene12129	LOC100762730	-	NW_003614091.1:213271-220885	817	0	0	0	0	OK
gene12130	-	-	gene12130	LOC100763019	-	NW_003614091.1:254637-255381	667	0	0	0	0	OK
rna16685	-	-	gene12131	LOC100763308	-	NW_003614091.1:259613-267575	744	0	0	0	0	OK
rna16686	-	-	gene12132	LOC100760990	-	NW_003614091.1:281679-287298	687	0	0	0	0	OK
rna16687	-	-	gene12133	LOC100761279	-	NW_003614091.1:332437-341008	678	0	0	0	0	OK
rna16688	-	-	gene12134	LOC100763591	-	NW_003614091.1:411664-417453	619	0	0	0	0	OK
rna16689	-	-	gene12135	LOC100763880	-	NW_003614091.1:487955-494080	681	0	0	0	0	OK
gene12136	-	-	gene12136	LOC100761573	-	NW_003614091.1:1095228-1096063	835	0	0	0	0	OK
rna16690	-	-	gene12137	Sox4	-	NW_003614091.1:1145066-1147928	2862	85.8399	11.0943	10.4681	11.7205	OK
rna16691	-	-	gene12138	LOC100765638	-	NW_003614092.1:39689-66474	774	0	0	0	0	OK
gene12139	-	-	gene12139	LOC103158551	-	NW_003614092.1:90902-91388	486	0	0	0	0	OK
rna16692	-	-	gene12140	Gnai1	-	NW_003614092.1:116827-145298	951	32.5441	4.05375	3.33829	4.76921	OK
rna16694	-	-	gene12141	Gnat3	-	NW_003614092.1:362254-391578	1376	0.173056	0.0199827	0	0.0768865	OK
rna16693	-	-	gene12141	Gnat3	-	NW_003614092.1:362254-399935	1439	0	0	0	0.0379188	OK
rna16656	-	-	gene12113	Pik3c2a	-	NW_003614088.1:1092928-1186878	7240	63.9488	7.70445	7.20513	8.20377	OK
rna16657	-	-	gene12113	Pik3c2a	-	NW_003614088.1:1092928-1186878	7325	0	0	0	0.00655538	OK
rna16658	-	-	gene12113	Pik3c2a	-	NW_003614088.1:1092928-1186878	7329	40.5273	4.88266	4.49706	5.26827	OK
rna16695	-	-	gene12142	Cd36	-	NW_003614092.1:444881-521502	2680	79.0943	9.47845	8.60092	10.356	OK
rna16696	-	-	gene12142	Cd36	-	NW_003614092.1:472567-521502	2673	0	0	0	0.0189306	OK
rna16697	-	-	gene12142	Cd36	-	NW_003614092.1:485801-521502	2953	0	0	0	0.0169991	OK
rna16698	-	-	gene12142	Cd36	-	NW_003614092.1:485801-521502	2911	222.406	26.6525	25.1163	28.1886	OK
gene12144	-	-	gene12144	LOC100765347	-	NW_003614092.1:740160-740704	544	3.90954	0.694512	0.246075	1.14295	OK
rna16560	-	-	gene12041	Brca2	-	NW_003614084.1:649525-684864	9915	11.7037	1.40266	1.24391	1.56141	OK
rna16559	-	-	gene12041	Brca2	-	NW_003614084.1:649525-686163	10132	0	0	0	0.00470105	OK
rna16558	-	-	gene12041	Brca2	-	NW_003614084.1:649525-692615	10478	0	0	0	0.00454266	OK
rna16557	-	-	gene12041	Brca2	-	NW_003614084.1:649525-692616	10404	0	0	0	0.00457563	OK
rna16556	-	-	gene12041	Brca2	-	NW_003614084.1:649525-692665	10688	23.8894	2.86308	2.64641	3.07975	OK
rna16555	-	-	gene12041	Brca2	-	NW_003614084.1:649525-693351	10419	0	0	0	0.00456891	OK
rna16702	-	-	gene12147	LOC103162614	-	NW_003614093.1:58919-61952	403	41.5036	8.48824	6.45358	10.5229	OK
rna16700	-	-	gene12145	Ctbs	-	NW_003614093.1:12382-20736	996	81.167	9.77731	8.68901	10.8656	OK
rna16701	-	-	gene12146	Spata1	-	NW_003614093.1:18227-50058	2736	6.15451	0.747576	0.579469	0.915684	OK
rna16704	-	-	gene12149	Dnase2b	-	NW_003614093.1:139192-152633	1074	0	0	0	0	OK
rna16705	-	-	gene12150	LOC100768251	-	NW_003614093.1:163182-188135	1029	0	0	0	0	OK
rna16706	-	-	gene12151	LOC100766806	-	NW_003614093.1:201176-210453	784	0	0	0	0	OK
rna16703	-	-	gene12148	Rpf1	-	NW_003614093.1:62662-72367	945	925.197	117.06	113.203	120.916	OK
rna16699	-	-	gene12143	Sema3c	-	NW_003614092.1:558662-710752	5780	263.515	33.0996	32.3429	33.8564	OK
gene12154	-	-	gene12154	LOC100769689	-	NW_003614094.1:4059-4723	664	0	0	0	0	OK
rna16707	-	-	gene12152	Prkacb	-	NW_003614093.1:296619-327293	1433	205.872	25.4158	24.0158	26.8159	OK
rna16711	-	-	gene12155	Slc9a7	-	NW_003614094.1:47458-193419	1980	0	0	0	0	OK
rna16712	-	-	gene12156	Chst7	-	NW_003614094.1:233422-234768	525	0	0	0	0	OK
gene12157	-	-	gene12157	LOC100769111	-	NW_003614094.1:448856-449066	210	0	0	0	0	OK
gene12159	-	-	gene12159	LOC103163078	-	NW_003614094.1:686468-686824	356	0	0	0	0	OK
rna16713	-	-	gene12160	LOC100769403	-	NW_003614094.1:833771-834356	585	0	0	0	0	OK
gene12158	-	-	gene12158	LOC100770834	-	NW_003614094.1:529813-531357	1142	0.108224	0.0249931	0	0.0749793	OK
rna16714	-	-	gene12161	LOC100771117	-	NW_003614094.1:868601-869417	816	177.852	25.4278	23.4341	27.4215	OK
gene12165	-	-	gene12165	LOC100768533	-	NW_003614094.1:1186777-1187918	1141	0	0	0	0	OK
rna16676	-	-	gene12123	Sema6d	-	NW_003614090.1:950923-1006717	4276	4.76388	0.581176	0.434742	0.72761	OK
rna16674	-	-	gene12123	Sema6d	-	NW_003614090.1:950923-1006717	4333	0	0	0	0.0113111	OK
rna16675	-	-	gene12123	Sema6d	-	NW_003614090.1:950923-1006717	4444	5.53014	0.674656	0.509804	0.839508	OK
rna16673	-	-	gene12123	Sema6d	-	NW_003614090.1:950923-1006717	4489	8.27211	1.00917	0.815118	1.20321	OK
rna16672	-	-	gene12123	Sema6d	-	NW_003614090.1:950923-1006717	4501	2.89394	0.35305	0.224605	0.481495	OK
rna16727	-	-	gene12168	Slc25a31	-	NW_003614095.1:257150-269577	960	0	0	0	0	OK
rna16726	-	-	gene12166	Intu	-	NW_003614095.1:187359-252419	3588	87.6293	10.5744	10.0337	11.1151	OK
gene12167	-	-	gene12167	LOC103164043	-	NW_003614095.1:202752-205854	3102	2.79271	0.338596	0.233284	0.443909	OK
rna16715	-	-	gene12162	LOC103160033	-	NW_003614094.1:1005733-1086193	1234	0	0	0	0.0455007	OK
rna16716	-	-	gene12162	LOC103160033	-	NW_003614094.1:1005982-1086193	1244	0	0	0	0.0450612	OK
rna16717	-	-	gene12162	LOC103160033	-	NW_003614094.1:1006706-1086193	1306	0	0	0	0.0425151	OK
rna16718	-	-	gene12162	LOC103160033	-	NW_003614094.1:1061762-1086193	1088	469.942	56.8413	53.0972	60.5854	OK
rna16719	-	-	gene12162	LOC103160033	-	NW_003614094.1:1062707-1086193	1108	305.653	36.9699	34.0538	39.8861	OK
rna16720	-	-	gene12163	Mir222	-	NW_003614094.1:1084727-1084808	81	0	0	0	0	OK
rna16721	-	-	gene12163	Mir222	-	NW_003614094.1:1084736-1084758	22	0	0	0	0	OK
rna16722	-	-	gene12163	Mir222	-	NW_003614094.1:1084773-1084798	25	0	0	0	0	OK
rna16723	-	-	gene12164	Mir221	-	NW_003614094.1:1085311-1085393	82	0	0	0	0	OK
rna16724	-	-	gene12164	Mir221	-	NW_003614094.1:1085320-1085346	26	0	0	0	0	OK
rna16725	-	-	gene12164	Mir221	-	NW_003614094.1:1085360-1085383	23	0	0	0	0	OK
rna16728	-	-	gene12169	Hspa4l	-	NW_003614095.1:278704-319099	3412	0	0	0	0.0145632	OK
rna16729	-	-	gene12169	Hspa4l	-	NW_003614095.1:279004-319099	3159	0.0684687	0.00790606	0	0.0304841	OK
rna16735	-	-	gene12172	LOC100772269	-	NW_003614095.1:379650-419093	2416	9.16649	1.15184	0.923237	1.38045	OK
rna16737	-	-	gene12172	LOC100772269	-	NW_003614095.1:393027-419093	2175	0	0	0	0.0237252	OK
rna16736	-	-	gene12173	LOC100771404	-	NW_003614095.1:388997-389595	598	1.55578	0.179646	0	0.387082	OK
rna16734	-	-	gene12171	Mfsd8	-	NW_003614095.1:348594-379480	3670	7.12402	0.856306	0.642354	1.07026	OK
rna16733	-	-	gene12171	Mfsd8	-	NW_003614095.1:348594-379481	3806	48.3302	5.80928	5.32911	6.28945	OK
rna16745	-	-	gene12175	Pgrmc2	-	NW_003614095.1:579169-596233	2335	496.929	61.5304	59.8799	63.181	OK
rna16731	-	-	gene12170	Plk4	-	NW_003614095.1:328792-346734	3186	52.0961	6.38559	5.72193	7.04925	OK
rna16730	-	-	gene12170	Plk4	-	NW_003614095.1:328792-347451	3661	178.369	21.8633	20.6226	23.104	OK
rna16732	-	-	gene12170	Plk4	-	NW_003614095.1:329368-347451	3489	0	0	0	0.0142214	OK
rna16748	-	-	gene12177	Sclt1	-	NW_003614095.1:1113936-1204550	1620	79.9619	10.4951	9.65591	11.3344	OK
rna16749	-	-	gene12178	LOC100751741	-	NW_003614096.1:63208-64093	885	0	0	0	0	OK
rna16750	-	-	gene12179	LOC100775054	-	NW_003614096.1:149784-149994	210	0	0	0	0	OK
rna16751	-	-	gene12180	Cadps2	-	NW_003614096.1:300204-683232	3585	0	0	0	0	OK
gene12181	-	-	gene12181	LOC100750572	-	NW_003614096.1:334610-335267	657	161.275	23.203	20.9906	25.4155	OK
rna16752	-	-	gene12182	Rnf148	-	NW_003614096.1:339947-340859	912	0	0	0	0	OK
rna16753	-	-	gene12183	Rnf133	-	NW_003614096.1:343278-344424	1146	0	0	0	0	OK
rna16754	-	-	gene12184	Fezf1	-	NW_003614096.1:698726-701200	1428	0	0	0	0	OK
rna16755	-	-	gene12184	Fezf1	-	NW_003614096.1:698726-701200	1278	0	0	0	0	OK
rna16756	-	-	gene12185	Aass	-	NW_003614096.1:795770-856357	3314	0.05468	0.00631388	0	0.025742	OK
rna16757	-	-	gene12185	Aass	-	NW_003614096.1:800422-856357	3341	0.0102817	0.00118722	0	0.0160806	OK
rna16746	-	-	gene12176	Jade1	-	NW_003614095.1:1044906-1099278	5619	0	0	0	0.00862247	OK
rna16747	-	-	gene12176	Jade1	-	NW_003614095.1:1044906-1099278	5616	141.134	17.1639	16.2678	18.06	OK
gene12187	-	-	gene12187	LOC100752622	-	NW_003614096.1:1148352-1151511	1944	0	0	0	0	OK
rna16738	-	-	gene12174	Larp1b	-	NW_003614095.1:433751-543662	3527	11.9273	1.47096	1.2299	1.71201	OK
rna16739	-	-	gene12174	Larp1b	-	NW_003614095.1:433882-543662	3497	0	0	0	0.0141868	OK
rna16740	-	-	gene12174	Larp1b	-	NW_003614095.1:433883-543662	3313	0	0	0	0.0150277	OK
rna16741	-	-	gene12174	Larp1b	-	NW_003614095.1:433884-540085	2395	0	0	0	0.0213378	OK
rna16742	-	-	gene12174	Larp1b	-	NW_003614095.1:433888-527198	1970	0	0	0	0.0264867	OK
rna16743	-	-	gene12174	Larp1b	-	NW_003614095.1:433892-523852	1678	0	0	0	0.0317507	OK
rna16744	-	-	gene12174	Larp1b	-	NW_003614095.1:433938-462527	1687	184.715	22.7803	21.2285	24.3321	OK
rna16761	-	-	gene12188	LOC103163627	-	NW_003614096.1:1179254-1186580	3529	0.334613	0.0491752	0.0120022	0.0863482	OK
rna16766	-	-	gene12190	Ppid	-	NW_003614097.1:4-11401	903	205.801	25.8698	23.9969	27.7427	OK
gene12191	-	-	gene12191	LOC103159823	-	NW_003614097.1:18471-32458	669	0	0	0	0	OK
rna16762	-	-	gene12189	LOC103163628	-	NW_003614096.1:1188069-1199378	722	0	0	0	0.0908878	OK
rna16765	-	-	gene12189	LOC103163628	-	NW_003614096.1:1188070-1199378	867	0	0	0	0.0708691	OK
rna16763	-	-	gene12189	LOC103163628	-	NW_003614096.1:1188070-1201621	1200	50.8071	6.327	5.30132	7.35268	OK
rna16764	-	-	gene12189	LOC103163628	-	NW_003614096.1:1188070-1201621	1188	69.8367	8.69675	7.53474	9.85877	OK
rna16768	-	-	gene12193	LOC100753521	-	NW_003614097.1:140526-246551	648	0	0	0	0	OK
gene12194	-	-	gene12194	LOC103164044	-	NW_003614097.1:155863-160656	543	0	0	0	0	OK
gene12195	-	-	gene12195	LOC100753823	-	NW_003614097.1:196898-208434	353	0	0	0	0	OK
rna16769	-	-	gene12196	Rapgef2	-	NW_003614097.1:308864-537772	6212	35.4945	4.56143	4.29463	4.82822	OK
gene12197	-	-	gene12197	LOC100757612	-	NW_003614098.1:195634-196777	1143	0	0	0	0	OK
rna16767	-	-	gene12192	Fnip2	-	NW_003614097.1:66245-134464	7139	36.7583	4.50325	4.25523	4.75127	OK
rna16709	-	-	gene12153	Ttll7	-	NW_003614093.1:416476-533512	7422	6.59087	0.789002	0.681755	0.896248	OK
rna16708	-	-	gene12153	Ttll7	-	NW_003614093.1:416476-533512	7557	0	0	0	0.00634841	OK
rna16710	-	-	gene12153	Ttll7	-	NW_003614093.1:447523-533512	6947	0	0	0	0.00692312	OK
rna16774	-	-	gene12200	Cmss1	-	NW_003614098.1:544089-659016	1080	493.708	63.6095	60.9995	66.2194	OK
rna16775	-	-	gene12201	LOC100755866	-	NW_003614098.1:663964-693048	1207	0	0	0	0	OK
rna16759	-	-	gene12186	Ptprz1	-	NW_003614096.1:869678-1042539	5343	15.0871	1.83083	1.63155	2.0301	OK
rna16760	-	-	gene12186	Ptprz1	-	NW_003614096.1:869678-1042539	5364	0	0	0	0.00904897	OK
rna16758	-	-	gene12186	Ptprz1	-	NW_003614096.1:869678-1042539	5091	0	0	0	0.00955496	OK
rna16777	-	-	gene12203	Nit2	-	NW_003614098.1:787914-799349	1270	125.154	15.0554	13.8969	16.2139	OK
rna16773	-	-	gene12199	Filip1l	-	NW_003614098.1:388950-394624	3392	0	0	0	0.0146547	OK
rna16772	-	-	gene12199	Filip1l	-	NW_003614098.1:388950-459289	3346	9.65979	1.14496	0.952228	1.33769	OK
rna16776	-	-	gene12202	Tbc1d23	-	NW_003614098.1:735454-785739	3725	86.8726	10.7064	10.1727	11.2401	OK
gene12205	-	-	gene12205	LOC100756745	-	NW_003614098.1:824337-824735	398	0	0	0	0	OK
rna16779	-	-	gene12206	LOC103164045	-	NW_003614098.1:837425-838352	656	73.8292	9.02037	7.63482	10.4059	OK
gene12207	-	-	gene12207	LOC100758478	-	NW_003614098.1:842518-858269	899	0	0	0	0	OK
rna16780	-	-	gene12208	LOC100758768	-	NW_003614098.1:911355-929210	852	0	0	0	0	OK
gene12209	-	-	gene12209	LOC100759056	-	NW_003614098.1:968912-972178	1030	0	0	0	0	OK
rna16781	-	-	gene12210	LOC100759339	-	NW_003614098.1:972183-997420	810	0	0	0	0	OK
rna16782	-	-	gene12211	Lnp1	-	NW_003614098.1:1011114-1026035	536	0	0	0	0	OK
rna16013	-	-	gene11660	Mbnl1	-	NW_003614060.1:141434-285688	6189	0	0	0	0.00780063	OK
