tracking_id	class_code	nearest_ref_id	gene_id	gene_short_name	tss_id	locus	length	coverage	FPKM	FPKM_conf_lo	FPKM_conf_hi	FPKM_status
rna17042	-	-	gene12415	Gas2	-	NW_003614113.1:86674-246485	1640	0	0	0	0.175042	OK
rna17044	-	-	gene12415	Gas2	-	NW_003614113.1:86675-246485	1585	5.85827	7.34842	5.65976	9.03709	OK
rna17045	-	-	gene12416	Svip	-	NW_003614113.1:256152-264443	1514	0	0	0	0	OK
rna17046	-	-	gene12417	Ccdc179	-	NW_003614113.1:276952-280461	226	0	0	0	0	OK
gene12418	-	-	gene12418	LOC100766415	-	NW_003614113.1:306384-307047	663	0	0	0	0	OK
rna17000	-	-	gene12394	Fmr1	-	NW_003614110.1:582257-603390	1843	0	0	0	0.136512	OK
rna16999	-	-	gene12394	Fmr1	-	NW_003614110.1:582257-609656	3888	6.24268	7.83062	6.46736	9.19388	OK
rna16998	-	-	gene12394	Fmr1	-	NW_003614110.1:582257-609656	4023	2.64376	3.31624	2.43792	4.19457	OK
rna16995	-	-	gene12394	Fmr1	-	NW_003614110.1:582257-609656	4086	5.206	6.53025	5.35941	7.70109	OK
rna16996	-	-	gene12394	Fmr1	-	NW_003614110.1:582257-609656	4050	0	0	0	0.061355	OK
rna16997	-	-	gene12394	Fmr1	-	NW_003614110.1:582257-609656	4011	0	0	0	0.0619962	OK
rna17001	-	-	gene12394	Fmr1	-	NW_003614110.1:582273-609656	3971	0	0	0	0.0629152	OK
rna17002	-	-	gene12394	Fmr1	-	NW_003614110.1:582273-609656	3932	0	0	0	0.0635896	OK
rna16851	-	-	gene12268	Robo2	-	NW_003614104.1:166151-650823	9230	0	0	0	0.0261931	OK
rna16853	-	-	gene12268	Robo2	-	NW_003614104.1:166151-650823	9503	0	0	0	0.0251974	OK
rna16854	-	-	gene12268	Robo2	-	NW_003614104.1:166151-650823	9413	0.363036	0.455381	0.240156	0.670606	OK
rna16852	-	-	gene12268	Robo2	-	NW_003614104.1:166151-650823	9494	1.47468	1.84979	1.50192	2.19765	OK
rna17058	-	-	gene12423	Lrrtm1	-	NW_003614114.1:917874-920126	1969	0	0	0	0	OK
rna17057	-	-	gene12423	Lrrtm1	-	NW_003614114.1:917874-920126	1973	0	0	0	0	OK
rna17056	-	-	gene12421	Ctnna2	-	NW_003614114.1:544187-809686	2583	0	0	0	0	OK
gene12422	-	-	gene12422	LOC103160869	-	NW_003614114.1:720043-721149	1106	0	0	0	0	OK
gene12424	-	-	gene12424	LOC100768721	-	NW_003614115.1:2836-3496	660	6.60141	8.2806	5.25695	11.3042	OK
rna17059	-	-	gene12425	Itga8	-	NW_003614115.1:116056-297145	5780	0	0	0	0	OK
rna17060	-	-	gene12425	Itga8	-	NW_003614115.1:116056-297145	5825	0	0	0	0	OK
rna17061	-	-	gene12426	Fam188a	-	NW_003614115.1:341323-410846	2321	9.28617	11.6483	9.99206	13.3045	OK
rna17069	-	-	gene12428	C1ql3	-	NW_003614115.1:856720-865099	2700	0.227655	0.285564	0.0524019	0.518725	OK
rna17070	-	-	gene12429	Rsu1	-	NW_003614115.1:925172-1112859	1630	74.3207	93.2255	87.7608	98.6902	OK
rna17071	-	-	gene12430	LOC100768431	-	NW_003614115.1:1118755-1168919	3507	3.82693	4.80038	3.96474	5.63602	OK
gene12431	-	-	gene12431	LOC100769580	-	NW_003614116.1:35513-35890	377	0	0	0	0	OK
rna17033	-	-	gene12409	Phf3	-	NW_003614112.1:355707-426282	6761	0	0	0	0.0325148	OK
rna17034	-	-	gene12409	Phf3	-	NW_003614112.1:355752-426282	6878	13.6326	17.1002	15.7596	18.4409	OK
rna17035	-	-	gene12409	Phf3	-	NW_003614112.1:385977-426282	6559	3.36363	4.21923	3.49991	4.93855	OK
gene12432	-	-	gene12432	LOC100769868	-	NW_003614116.1:52078-52455	377	0	0	0	0	OK
rna17073	-	-	gene12434	Mycbp	-	NW_003614116.1:142739-145586	1377	7.07494	8.87458	6.92454	10.8246	OK
rna17072	-	-	gene12433	Rragc	-	NW_003614116.1:118720-135001	1832	78.545	98.5243	93.0644	103.984	OK
rna17077	-	-	gene12436	Akirin1	-	NW_003614116.1:271555-280070	1945	29.1086	36.513	33.3024	39.7235	OK
rna17078	-	-	gene12437	Trnae-cuc	-	NW_003614116.1:273629-273702	73	0	0	0	0	OK
rna17074	-	-	gene12435	Rhbdl2	-	NW_003614116.1:167602-242681	1143	0	0	0	0.263821	OK
rna17075	-	-	gene12435	Rhbdl2	-	NW_003614116.1:201334-242681	1437	4.12715	5.17697	3.68509	6.66884	OK
rna17076	-	-	gene12435	Rhbdl2	-	NW_003614116.1:201753-242681	1134	0	0	0	0.264171	OK
rna17079	-	-	gene12438	Ndufs5	-	NW_003614116.1:287992-292568	570	39.986	50.1571	38.653	61.6613	OK
rna17080	-	-	gene12438	Ndufs5	-	NW_003614116.1:287996-292568	561	66.6921	83.6564	69.4721	97.8407	OK
rna17081	-	-	gene12438	Ndufs5	-	NW_003614116.1:288018-292568	515	117.284	147.118	127.367	166.869	OK
rna17089	-	-	gene12440	LOC100771494	-	NW_003614116.1:654292-684717	1677	0	0	0	0	OK
rna17090	-	-	gene12441	LOC100771204	-	NW_003614116.1:675674-677237	1563	0	0	0	0	OK
rna17062	-	-	gene12427	Pter	-	NW_003614115.1:798892-856567	1986	0	0	0	0.137891	OK
rna17064	-	-	gene12427	Pter	-	NW_003614115.1:798907-856567	1821	0	0	0	0.150967	OK
rna17063	-	-	gene12427	Pter	-	NW_003614115.1:798907-856567	2071	0	0	0	0.131943	OK
rna17067	-	-	gene12427	Pter	-	NW_003614115.1:798909-856567	2449	1.52515	1.91309	1.10161	2.72458	OK
rna17068	-	-	gene12427	Pter	-	NW_003614115.1:798909-856567	1719	7.66622	9.61627	7.65129	11.5812	OK
rna17065	-	-	gene12427	Pter	-	NW_003614115.1:798909-856567	2515	0	0	0	0.0997076	OK
rna17066	-	-	gene12427	Pter	-	NW_003614115.1:798909-856567	1785	0	0	0	0.151282	OK
rna17094	-	-	gene12443	Heyl	-	NW_003614116.1:739357-753297	987	0	0	0	0	OK
rna17095	-	-	gene12444	Nt5c1a	-	NW_003614116.1:776363-790002	1098	0	0	0	0	OK
rna17096	-	-	gene12445	Hpcal4	-	NW_003614116.1:800431-803478	360	0	0	0	0	OK
rna17097	-	-	gene12445	Hpcal4	-	NW_003614116.1:800431-803478	576	0	0	0	0	OK
rna17098	-	-	gene12446	Ppie	-	NW_003614116.1:847978-861042	1198	57.0281	71.5343	65.6606	77.408	OK
rna17100	-	-	gene12447	LOC100773147	-	NW_003614116.1:863081-880774	1725	0	0	0	0.176551	OK
rna17099	-	-	gene12447	LOC100773147	-	NW_003614116.1:863081-880774	1686	0.144095	0.180749	0	0.49481	OK
rna17101	-	-	gene12448	LOC100772647	-	NW_003614116.1:869516-871158	1584	0	0	0	0	OK
rna17092	-	-	gene12442	Pabpc4	-	NW_003614116.1:694955-710932	2217	10.5514	13.2353	10.647	15.8237	OK
rna17093	-	-	gene12442	Pabpc4	-	NW_003614116.1:694955-710932	2304	45.8459	57.5076	52.6401	62.3751	OK
rna17091	-	-	gene12442	Pabpc4	-	NW_003614116.1:694955-710932	2256	8.43196	10.5768	8.38626	12.7673	OK
rna17106	-	-	gene12450	Mycl	-	NW_003614116.1:988696-1008980	1506	0	0	0	0	OK
rna17107	-	-	gene12451	Mfsd2a	-	NW_003614116.1:1030089-1044384	2406	0.842167	1.05639	0.528194	1.58458	OK
rna17105	-	-	gene12449	Trit1	-	NW_003614116.1:928411-949308	1928	12.7618	16.008	13.6813	18.3347	OK
rna17104	-	-	gene12449	Trit1	-	NW_003614116.1:928411-953561	1927	0	0	0	0.13259	OK
rna17103	-	-	gene12449	Trit1	-	NW_003614116.1:928411-965650	2223	0	0	0	0.115103	OK
rna17102	-	-	gene12449	Trit1	-	NW_003614116.1:928411-975094	2001	2.37487	2.97896	1.77673	4.18119	OK
rna17113	-	-	gene12453	Ppt1	-	NW_003614116.1:1128730-1147927	2306	34.8501	43.7149	40.5501	46.8798	OK
rna17114	-	-	gene12454	Dgkb	-	NW_003614118.1:11695-240843	1609	0	0	0	0	OK
gene12455	-	-	gene12455	LOC100752442	-	NW_003614118.1:241022-257202	1828	0.108605	0.136231	0	0.32916	OK
rna17115	-	-	gene12456	Agmo	-	NW_003614118.1:642712-946138	1338	0	0	0	0	OK
rna17116	-	-	gene12457	Meox2	-	NW_003614118.1:983035-1046315	2209	0	0	0	0	OK
rna17015	-	-	gene12400	Znf438	-	NW_003614111.1:555581-659039	5486	0	0	0	0.0453146	OK
rna17016	-	-	gene12400	Znf438	-	NW_003614111.1:555587-659037	6102	0.172088	0.215862	0.0487146	0.383009	OK
rna17017	-	-	gene12400	Znf438	-	NW_003614111.1:559892-606859	3099	1.6777	2.10445	1.43426	2.77465	OK
rna17019	-	-	gene12400	Znf438	-	NW_003614111.1:559893-659037	3338	0	0	0	0.0716617	OK
rna17021	-	-	gene12400	Znf438	-	NW_003614111.1:559893-659037	3390	0.78459	0.984165	0.516671	1.45166	OK
rna17022	-	-	gene12400	Znf438	-	NW_003614111.1:559893-659037	3628	0	0	0	0.0660231	OK
rna17020	-	-	gene12400	Znf438	-	NW_003614111.1:559893-659037	3455	0	0	0	0.068759	OK
rna17023	-	-	gene12400	Znf438	-	NW_003614111.1:559893-659037	3425	0	0	0	0.0699047	OK
rna17024	-	-	gene12400	Znf438	-	NW_003614111.1:559893-659037	3507	0	0	0	0.0680143	OK
rna17025	-	-	gene12400	Znf438	-	NW_003614111.1:559893-659037	3542	0	0	0	0.0667421	OK
rna17018	-	-	gene12400	Znf438	-	NW_003614111.1:559893-681714	3367	0	0	0	0.0713165	OK
rna17118	-	-	gene12459	Podxl	-	NW_003614119.1:678326-709548	1897	0	0	0	0	OK
rna17108	-	-	gene12452	Cap1	-	NW_003614116.1:1101930-1128239	2207	11.1252	13.9551	11.5212	16.389	OK
rna17109	-	-	gene12452	Cap1	-	NW_003614116.1:1101949-1128239	2166	15.036	18.8607	15.7159	22.0056	OK
rna17110	-	-	gene12452	Cap1	-	NW_003614116.1:1101954-1128239	2164	74.4795	93.4247	86.7825	100.067	OK
rna17111	-	-	gene12452	Cap1	-	NW_003614116.1:1101959-1128239	2195	0	0	0	0.121533	OK
rna17112	-	-	gene12452	Cap1	-	NW_003614116.1:1101959-1128239	2192	0	0	0	0.122003	OK
rna17129	-	-	gene12462	LOC103160699	-	NW_003614119.1:1048551-1104632	673	0.389933	0.489119	0	1.1818	OK
rna17117	-	-	gene12458	Plxna4	-	NW_003614119.1:29531-132485	6524	2.59762	3.25838	2.75464	3.76212	OK
rna17055	-	-	gene12419	Large	-	NW_003614113.1:318521-758454	4039	0	0	0	0.0644717	OK
rna17054	-	-	gene12419	Large	-	NW_003614113.1:318521-790720	4115	1.57149	1.97122	1.29765	2.6448	OK
rna17053	-	-	gene12419	Large	-	NW_003614113.1:318521-810586	4410	0	0	0	0.0580373	OK
rna17047	-	-	gene12419	Large	-	NW_003614113.1:318521-843848	4311	4.45626	5.5898	4.58676	6.59283	OK
rna17048	-	-	gene12419	Large	-	NW_003614113.1:318521-843848	4457	0	0	0	0.0582945	OK
rna17049	-	-	gene12419	Large	-	NW_003614113.1:318521-843848	4549	0	0	0	0.0564766	OK
rna17050	-	-	gene12419	Large	-	NW_003614113.1:318521-843848	4552	1.10139	1.38155	0.769014	1.99408	OK
rna17051	-	-	gene12419	Large	-	NW_003614113.1:318521-843848	4551	0	0	0	0.0564106	OK
rna17052	-	-	gene12419	Large	-	NW_003614113.1:318521-843848	4459	0	0	0	0.0575684	OK
gene12420	-	-	gene12420	LOC100764962	-	NW_003614113.1:597370-598605	1235	2.52259	3.16426	1.98908	4.33943	OK
rna17131	-	-	gene12465	Commd6	-	NW_003614120.1:233491-242644	992	62.6866	78.6321	71.6661	85.5981	OK
rna17130	-	-	gene12463	Tbc1d4	-	NW_003614120.1:48798-112216	5257	5.09458	6.39048	5.61002	7.17093	OK
gene12464	-	-	gene12464	LOC103160758	-	NW_003614120.1:86017-86921	904	0	0	0	0	OK
rna17135	-	-	gene12468	LOC103159213	-	NW_003614120.1:851713-888651	1408	0	0	0	0	OK
rna17136	-	-	gene12468	LOC103159213	-	NW_003614120.1:851716-888651	1478	0	0	0	0	OK
rna17137	-	-	gene12468	LOC103159213	-	NW_003614120.1:851716-888651	1468	0	0	0	0	OK
rna17138	-	-	gene12468	LOC103159213	-	NW_003614120.1:852140-888651	1762	0	0	0	0	OK
rna17145	-	-	gene12468	LOC103159213	-	NW_003614120.1:852954-888651	1607	0	0	0	0	OK
rna17146	-	-	gene12468	LOC103159213	-	NW_003614120.1:852954-888651	1639	0	0	0	0	OK
rna17144	-	-	gene12468	LOC103159213	-	NW_003614120.1:852954-888651	1672	0	0	0	0	OK
rna17142	-	-	gene12468	LOC103159213	-	NW_003614120.1:852954-888651	1763	0	0	0	0	OK
rna17139	-	-	gene12468	LOC103159213	-	NW_003614120.1:852954-888651	1797	0	0	0	0	OK
rna17140	-	-	gene12468	LOC103159213	-	NW_003614120.1:852954-888651	1870	0	0	0	0	OK
rna17143	-	-	gene12468	LOC103159213	-	NW_003614120.1:852954-888651	1759	0	0	0	0	OK
rna17141	-	-	gene12468	LOC103159213	-	NW_003614120.1:852954-888651	1850	0	0	0	0	OK
rna17132	-	-	gene12466	Uchl3	-	NW_003614120.1:262710-294853	1000	0	0	0	0.334555	OK
rna17133	-	-	gene12466	Uchl3	-	NW_003614120.1:262717-294853	801	108.486	136.081	124.168	147.994	OK
rna17148	-	-	gene12470	LOC100757126	-	NW_003614122.1:80222-80501	279	0	0	0	0	OK
rna17147	-	-	gene12469	Usp27x	-	NW_003614122.1:46270-48779	2509	4.28436	5.37417	4.3222	6.42614	OK
rna17149	-	-	gene12471	Ppp1r3f	-	NW_003614122.1:248489-254061	2422	11.3296	14.2115	12.3381	16.0849	OK
rna17150	-	-	gene12472	Foxp3	-	NW_003614122.1:273985-283972	3726	1.24085	1.55649	1.101	2.01197	OK
rna17156	-	-	gene12475	Syp	-	NW_003614122.1:328609-341400	1268	0	0	0	0	OK
rna17134	-	-	gene12467	Lmo7	-	NW_003614120.1:421970-520539	5721	5.49896	6.89773	6.12995	7.66551	OK
rna17160	-	-	gene12477	Plp2	-	NW_003614122.1:354726-358075	1167	326.699	409.801	394.747	424.856	OK
rna17162	-	-	gene12478	Magix	-	NW_003614122.1:361486-366263	1083	0.112878	0.14159	0	0.54479	OK
rna17161	-	-	gene12478	Magix	-	NW_003614122.1:361486-367617	1181	0	0	0	0.255958	OK
rna17159	-	-	gene12476	Prickle3	-	NW_003614122.1:344078-354702	1769	0	0	0	0.185132	OK
rna17158	-	-	gene12476	Prickle3	-	NW_003614122.1:344078-354702	2069	7.98157	10.0118	8.08248	11.9412	OK
rna17157	-	-	gene12476	Prickle3	-	NW_003614122.1:344078-354704	1927	1.29445	1.62372	0.611675	2.63576	OK
rna17163	-	-	gene12479	Gpkow	-	NW_003614122.1:381993-396115	2841	8.365	10.4928	9.10367	11.8819	OK
rna17169	-	-	gene12482	Ccdc120	-	NW_003614122.1:419759-429560	3996	5.38866	6.75936	5.73241	7.78631	OK
rna17165	-	-	gene12480	Wdr45	-	NW_003614122.1:410798-419110	2962	0	0	0	0.0948402	OK
rna17164	-	-	gene12480	Wdr45	-	NW_003614122.1:410798-419110	3162	0	0	0	0.0861628	OK
rna17166	-	-	gene12480	Wdr45	-	NW_003614122.1:410799-419110	3066	5.78749	7.25965	5.75907	8.76022	OK
rna17167	-	-	gene12480	Wdr45	-	NW_003614122.1:412326-419110	2834	5.53093	6.93783	5.33168	8.54398	OK
rna17168	-	-	gene12481	Praf2	-	NW_003614122.1:416564-419112	1266	100.762	126.392	116.389	136.395	OK
rna17126	-	-	gene12460	Mkln1	-	NW_003614119.1:724430-858784	2610	13.1823	16.5354	14.5177	18.5532	OK
rna17125	-	-	gene12460	Mkln1	-	NW_003614119.1:724430-861776	2697	0	0	0	0.0914812	OK
rna17124	-	-	gene12460	Mkln1	-	NW_003614119.1:724430-897023	3148	3.39279	4.25581	3.25326	5.25837	OK
rna17123	-	-	gene12460	Mkln1	-	NW_003614119.1:724430-897024	3203	0	0	0	0.0771073	OK
rna17121	-	-	gene12460	Mkln1	-	NW_003614119.1:724430-897024	2900	0	0	0	0.0841406	OK
rna17122	-	-	gene12460	Mkln1	-	NW_003614119.1:724430-897024	2970	0	0	0	0.0825005	OK
rna17119	-	-	gene12460	Mkln1	-	NW_003614119.1:724430-947432	3219	0	0	0	0.0772318	OK
rna17120	-	-	gene12460	Mkln1	-	NW_003614119.1:724430-947432	3357	0	0	0	0.073093	OK
rna17128	-	-	gene12461	LOC103161455	-	NW_003614119.1:837558-839249	347	0	0	0	1.71237	OK
rna17127	-	-	gene12461	LOC103161455	-	NW_003614119.1:837558-873428	1083	0.951304	1.19329	0.347358	2.03921	OK
rna17186	-	-	gene12486	Kcnd1	-	NW_003614122.1:511688-523542	1953	0	0	0	0	OK
rna17187	-	-	gene12487	Otud5	-	NW_003614122.1:529101-559047	2125	0	0	0	0.129951	OK
rna17188	-	-	gene12487	Otud5	-	NW_003614122.1:529101-559047	2122	28.5088	35.7605	32.3447	39.1764	OK
rna17189	-	-	gene12487	Otud5	-	NW_003614122.1:529104-559047	2119	0	0	0	0.130311	OK
rna17190	-	-	gene12488	Pim2	-	NW_003614122.1:562556-567456	2074	0.06062	0.0760398	0	0.228119	OK
rna17191	-	-	gene12489	Slc35a2	-	NW_003614122.1:568097-579618	1152	0	0	0	0.334429	OK
rna17192	-	-	gene12489	Slc35a2	-	NW_003614122.1:568389-579618	1450	14.8902	18.6777	15.5209	21.8346	OK
rna17194	-	-	gene12490	Pqbp1	-	NW_003614122.1:579670-584357	1175	60.7383	76.1882	67.8322	84.5441	OK
rna17193	-	-	gene12490	Pqbp1	-	NW_003614122.1:579670-584662	1082	74.8529	93.8931	84.4696	103.317	OK
rna17195	-	-	gene12491	Timm17b	-	NW_003614122.1:584761-594402	871	168.908	211.873	198.509	225.237	OK
rna17196	-	-	gene12492	Pcsk1n	-	NW_003614122.1:606748-609796	703	0.288346	0.361692	0	1.08508	OK
rna17197	-	-	gene12493	Eras	-	NW_003614122.1:610981-611668	687	0	0	0	0	OK
rna17151	-	-	gene12473	Ccdc22	-	NW_003614122.1:284086-324973	2727	47.3742	59.4247	55.2152	63.6342	OK
rna17155	-	-	gene12474	Cacna1f	-	NW_003614122.1:298199-325560	6240	0	0	0	0.0431731	OK
rna17153	-	-	gene12474	Cacna1f	-	NW_003614122.1:298199-325560	6279	0	0	0	0.0429938	OK
rna17154	-	-	gene12474	Cacna1f	-	NW_003614122.1:298199-325560	6273	0	0	0	0.0430421	OK
rna17152	-	-	gene12474	Cacna1f	-	NW_003614122.1:298199-325560	6075	0	0	0	0.044474	OK
rna17200	-	-	gene12495	Gata1	-	NW_003614122.1:655656-658983	1275	0	0	0	0	OK
gene12496	-	-	gene12496	LOC100764272	-	NW_003614122.1:697818-698202	384	0.598985	0.751348	0	2.25404	OK
rna17201	-	-	gene12497	Glod5	-	NW_003614122.1:704725-715535	679	0	0	0	0	OK
gene12498	-	-	gene12498	LOC100768830	-	NW_003614122.1:722855-723754	899	0	0	0	0	OK
rna17202	-	-	gene12499	LOC103163619	-	NW_003614122.1:730432-759962	726	0	0	0	0.496014	OK
rna17204	-	-	gene12500	Suv39h1	-	NW_003614122.1:750510-762876	1739	22.6576	28.421	24.9858	31.8561	OK
rna17203	-	-	gene12500	Suv39h1	-	NW_003614122.1:750510-762877	1755	0	0	0	0.17803	OK
rna17205	-	-	gene12501	Was	-	NW_003614122.1:777130-786543	1395	0	0	0	0	OK
rna17199	-	-	gene12494	Hdac6	-	NW_003614122.1:616598-640377	3938	27.6511	34.6847	31.9222	37.4472	OK
rna17198	-	-	gene12494	Hdac6	-	NW_003614122.1:616598-640465	3861	5.42739	6.80795	5.43477	8.18114	OK
rna17006	-	-	gene12399	Svil	-	NW_003614111.1:270888-463594	7772	0	0	0	0.0305675	OK
rna17007	-	-	gene12399	Svil	-	NW_003614111.1:271598-463594	7800	0	0	0	0.0304887	OK
rna17008	-	-	gene12399	Svil	-	NW_003614111.1:271752-463594	7764	0	0	0	0.0305934	OK
rna17014	-	-	gene12399	Svil	-	NW_003614111.1:328943-463594	6487	1.45303	1.82264	1.40116	2.24412	OK
rna17013	-	-	gene12399	Svil	-	NW_003614111.1:328943-463594	6568	0	0	0	0.0364267	OK
rna17011	-	-	gene12399	Svil	-	NW_003614111.1:328943-463594	7438	0.191338	0.240008	0.0513177	0.428698	OK
rna17012	-	-	gene12399	Svil	-	NW_003614111.1:328943-463594	6733	0	0	0	0.0356629	OK
rna17009	-	-	gene12399	Svil	-	NW_003614111.1:328943-463594	7603	0	0	0	0.031259	OK
rna17010	-	-	gene12399	Svil	-	NW_003614111.1:328943-463594	7600	0	0	0	0.0312815	OK
rna17211	-	-	gene12503	Rbm3	-	NW_003614122.1:838783-842085	1194	34.2029	42.903	36.2592	49.5468	OK
rna17212	-	-	gene12503	Rbm3	-	NW_003614122.1:838783-842085	1197	107.342	134.646	123.754	145.538	OK
rna17213	-	-	gene12503	Rbm3	-	NW_003614122.1:839715-841390	471	0	0	0	0.895955	OK
rna17214	-	-	gene12504	Tbc1d25	-	NW_003614122.1:852544-881153	2820	9.20673	11.5486	9.95187	13.1454	OK
rna17171	-	-	gene12483	Tfe3	-	NW_003614122.1:450737-464223	3158	0	0	0	0.0854048	OK
rna17170	-	-	gene12483	Tfe3	-	NW_003614122.1:450737-464223	3281	0	0	0	0.0818409	OK
rna17172	-	-	gene12483	Tfe3	-	NW_003614122.1:450739-464223	3261	27.3255	34.2763	31.3387	37.2138	OK
rna17173	-	-	gene12483	Tfe3	-	NW_003614122.1:451926-464223	3038	0	0	0	0.0860051	OK
rna17174	-	-	gene12483	Tfe3	-	NW_003614122.1:451926-464223	3019	8.4268	10.5703	8.82301	12.3176	OK
rna17175	-	-	gene12483	Tfe3	-	NW_003614122.1:451926-464223	2973	0	0	0	0.0877383	OK
rna17176	-	-	gene12483	Tfe3	-	NW_003614122.1:451950-464223	2979	0	0	0	0.087804	OK
rna17215	-	-	gene12505	Ebp	-	NW_003614122.1:888136-895074	1126	301.307	377.95	362.743	393.156	OK
rna17227	-	-	gene12508	Slc38a5	-	NW_003614122.1:974064-983081	1880	0	0	0	0	OK
gene12509	-	-	gene12509	LOC103164056	-	NW_003614122.1:1033880-1035097	1217	0.587162	0.736518	0.135154	1.33788	OK
rna17228	-	-	gene12510	LOC100769405	-	NW_003614122.1:1042099-1049287	694	0	0	0	0	OK
rna17216	-	-	gene12506	Porcn	-	NW_003614122.1:896471-909044	1817	12.1538	15.2453	12.6969	17.7937	OK
rna17217	-	-	gene12506	Porcn	-	NW_003614122.1:896471-909044	1832	0	0	0	0.19389	OK
rna17218	-	-	gene12506	Porcn	-	NW_003614122.1:896471-909044	1739	0	0	0	0.208495	OK
rna17219	-	-	gene12506	Porcn	-	NW_003614122.1:896471-909044	1850	0	0	0	0.188251	OK
rna17235	-	-	gene12512	Zfyve1	-	NW_003614123.1:127772-178600	2810	2.11746	2.65608	1.91891	3.39324	OK
gene12513	-	-	gene12513	LOC100752623	-	NW_003614123.1:183631-190467	1125	0.177012	0.222038	0	0.536484	OK
rna17222	-	-	gene12507	Ftsj1	-	NW_003614122.1:937737-951750	2418	31.1938	39.1285	35.498	42.7589	OK
rna17220	-	-	gene12507	Ftsj1	-	NW_003614122.1:937737-951753	2361	0	0	0	0.115801	OK
rna17221	-	-	gene12507	Ftsj1	-	NW_003614122.1:937737-951753	2427	6.62559	8.31094	6.43487	10.187	OK
rna17226	-	-	gene12507	Ftsj1	-	NW_003614122.1:944618-949349	669	0	0	0	0.566798	OK
rna17225	-	-	gene12507	Ftsj1	-	NW_003614122.1:944618-949600	915	0	0	0	0.376102	OK
rna17224	-	-	gene12507	Ftsj1	-	NW_003614122.1:944618-949838	1031	0	0	0	0.312082	OK
rna17223	-	-	gene12507	Ftsj1	-	NW_003614122.1:944618-951749	1579	0	0	0	0.186826	OK
rna17177	-	-	gene12484	Gripap1	-	NW_003614122.1:478154-508040	2519	6.69794	8.40169	6.81665	9.98673	OK
rna17179	-	-	gene12484	Gripap1	-	NW_003614122.1:478162-508040	2553	3.23394	4.05655	2.89105	5.22204	OK
rna17178	-	-	gene12484	Gripap1	-	NW_003614122.1:478162-508040	2646	0	0	0	0.0891948	OK
rna17185	-	-	gene12484	Gripap1	-	NW_003614122.1:478164-508040	2557	0	0	0	0.0935848	OK
rna17181	-	-	gene12484	Gripap1	-	NW_003614122.1:478164-508040	2537	0	0	0	0.0940095	OK
rna17182	-	-	gene12484	Gripap1	-	NW_003614122.1:478164-508040	2599	0	0	0	0.0910953	OK
rna17183	-	-	gene12484	Gripap1	-	NW_003614122.1:478164-508040	2644	5.75381	7.2174	5.80379	8.63101	OK
rna17184	-	-	gene12484	Gripap1	-	NW_003614122.1:478164-508040	2665	0	0	0	0.0890013	OK
rna17180	-	-	gene12484	Gripap1	-	NW_003614122.1:478164-508040	2692	0	0	0	0.0879513	OK
gene12485	-	-	gene12485	LOC103159160	-	NW_003614122.1:497810-498156	346	0	0	0	0	OK
rna17242	-	-	gene12516	Papln	-	NW_003614123.1:321510-353552	5510	0	0	0	0	OK
rna17240	-	-	gene12515	Psen1	-	NW_003614123.1:247832-293660	2659	12.5973	15.8016	13.4961	18.1071	OK
rna17241	-	-	gene12515	Psen1	-	NW_003614123.1:247833-293660	2582	11.6444	14.6063	12.3228	16.8899	OK
rna17229	-	-	gene12511	Dcaf4	-	NW_003614123.1:100288-123117	2711	1.78777	2.24253	1.34227	3.14278	OK
rna17231	-	-	gene12511	Dcaf4	-	NW_003614123.1:100295-123117	2811	0	0	0	0.0930502	OK
rna17230	-	-	gene12511	Dcaf4	-	NW_003614123.1:100295-123117	2903	0	0	0	0.090845	OK
rna17232	-	-	gene12511	Dcaf4	-	NW_003614123.1:100297-123117	2741	1.98174	2.48583	1.51952	3.45215	OK
rna17233	-	-	gene12511	Dcaf4	-	NW_003614123.1:100298-123117	2743	0	0	0	0.0955804	OK
rna17234	-	-	gene12511	Dcaf4	-	NW_003614123.1:100596-123117	2649	7.2899	9.14423	7.48431	10.8041	OK
gene12519	-	-	gene12519	LOC100772565	-	NW_003614123.1:472008-472396	388	0	0	0	0	OK
gene12523	-	-	gene12523	LOC100773148	-	NW_003614123.1:534705-535118	413	0	0	0	0	OK
rna17257	-	-	gene12524	LOC100753222	-	NW_003614123.1:536673-546003	1300	0.187066	0.23465	0	0.566958	OK
rna17258	-	-	gene12525	Acot4	-	NW_003614123.1:564536-568584	1745	0	0	0	0	OK
rna17259	-	-	gene12526	LOC100773723	-	NW_003614123.1:581290-586127	1470	10.7028	13.4253	10.8416	16.009	OK
rna17260	-	-	gene12527	LOC100753522	-	NW_003614123.1:597673-621894	1362	0	0	0	0	OK
rna17261	-	-	gene12528	LOC100753824	-	NW_003614123.1:637083-646852	1158	0	0	0	0	OK
rna17262	-	-	gene12529	LOC100774016	-	NW_003614123.1:651143-658858	1283	0	0	0	0	OK
rna17263	-	-	gene12530	Dnal1	-	NW_003614123.1:670941-694969	1248	9.58406	12.0219	9.61687	14.427	OK
rna17264	-	-	gene12531	Pnma1	-	NW_003614123.1:702090-703152	1062	0	0	0	0	OK
rna17210	-	-	gene12502	Wdr13	-	NW_003614122.1:817257-827208	3640	6.21609	7.79727	6.5262	9.06833	OK
rna17209	-	-	gene12502	Wdr13	-	NW_003614122.1:817257-827389	3855	2.07361	2.60107	1.77795	3.42418	OK
