"","cds","rna","GeneID","Name","gene_name","description","protein_id"
"mapping_line","13744","15522","GeneID:100771398,Genbank:XP_003504175.2","XP_003504175.2","Ywhah","14-3-3 protein eta","XP_003504175.2"
"mapping_line","13745","15525","GeneID:100767573,Genbank:XP_003504163.1","XP_003504163.1","Depdc5","DEP domain-containing protein 5 isoform X2","XP_003504163.1"
"mapping_line","13746","15526","GeneID:100767573,Genbank:XP_003504164.1","XP_003504164.1","Depdc5","DEP domain-containing protein 5 isoform X1","XP_003504164.1"
"mapping_line","13747","15523","GeneID:100767573,Genbank:XP_007642829.1","XP_007642829.1","Depdc5","DEP domain-containing protein 5 isoform X1","XP_007642829.1"
"mapping_line","13748","15524","GeneID:100767573,Genbank:XP_007642830.1","XP_007642830.1","Depdc5","DEP domain-containing protein 5 isoform X1","XP_007642830.1"
"mapping_line","13749","15527","GeneID:100767573,Genbank:XP_007642832.1","XP_007642832.1","Depdc5","DEP domain-containing protein 5 isoform X4","XP_007642832.1"
"mapping_line","13750","15528","GeneID:100767573,Genbank:XP_007642831.1","XP_007642831.1","Depdc5","DEP domain-containing protein 5 isoform X3","XP_007642831.1"
"mapping_line","13751","15530","GeneID:100771689,Genbank:XP_007642833.1","XP_007642833.1","Prr14l","protein PRR14L","XP_007642833.1"
"mapping_line","13752","15531","GeneID:100771689,Genbank:XP_003504176.1","XP_003504176.1","Prr14l","protein PRR14L","XP_003504176.1"
"mapping_line","13753","15529","GeneID:100771689,Genbank:XP_007642834.1","XP_007642834.1","Prr14l","protein PRR14L","XP_007642834.1"
"mapping_line","13754","15533","GeneID:100689093,Genbank:XP_007642835.1","XP_007642835.1","Pisd","phosphatidylserine decarboxylase proenzyme isoform X1","XP_007642835.1"
"mapping_line","13755","15532","GeneID:100689093,Genbank:XP_003504168.1","XP_003504168.1","Pisd","phosphatidylserine decarboxylase proenzyme isoform X2","XP_003504168.1"
"mapping_line","13756","15535","GeneID:100689093,Genbank:XP_007642836.1","XP_007642836.1","Pisd","phosphatidylserine decarboxylase proenzyme isoform X3","XP_007642836.1"
"mapping_line","13757","15536","GeneID:100689093,Genbank:XP_007642837.1","XP_007642837.1","Pisd","phosphatidylserine decarboxylase proenzyme isoform X3","XP_007642837.1"
"mapping_line","13758","15538","GeneID:100689093,Genbank:XP_003504169.1","XP_003504169.1","Pisd","phosphatidylserine decarboxylase proenzyme isoform X3","XP_003504169.1"
"mapping_line","13759","15537","GeneID:100689093,Genbank:XP_007642838.1","XP_007642838.1","Pisd","phosphatidylserine decarboxylase proenzyme isoform X4","XP_007642838.1"
"mapping_line","13760","15539","GeneID:100771980,Genbank:XP_003504177.1","XP_003504177.1","LOC100771980","protein SFI1 homolog isoform X1","XP_003504177.1"
"mapping_line","13761","15541","GeneID:100772263,Genbank:XP_007642842.1","XP_007642842.1","Pbx1","pre-B-cell leukemia transcription factor 1 isoform X1","XP_007642842.1"
"mapping_line","13763","15545","GeneID:100773139,Genbank:XP_007642847.1","XP_007642847.1","Snx24","sorting nexin-24 isoform X3","XP_007642847.1"
"mapping_line","13764","15543","GeneID:100773139,Genbank:XP_007642846.1","XP_007642846.1","Snx24","sorting nexin-24 isoform X2","XP_007642846.1"
"mapping_line","13765","15544","GeneID:100773139,Genbank:XP_007642845.1","XP_007642845.1","Snx24","sorting nexin-24 isoform X1","XP_007642845.1"
"mapping_line","13766","15546","GeneID:100773139,Genbank:XP_007642848.1","XP_007642848.1","Snx24","sorting nexin-24 isoform X4","XP_007642848.1"
"mapping_line","13768","15548","GeneID:100773424,Genbank:XP_003504180.2","XP_003504180.2","Prdm6","putative histone-lysine N-methyltransferase PRDM6 isoform X1","XP_003504180.2"
"mapping_line","13769","15549","GeneID:100774588,Genbank:XP_003504183.1","XP_003504183.1","Cep120","centrosomal protein of 120 kDa isoform X3","XP_003504183.1"
"mapping_line","13770","15550","GeneID:100774588,Genbank:XP_007642849.1","XP_007642849.1","Cep120","centrosomal protein of 120 kDa isoform X1","XP_007642849.1"
"mapping_line","13772","15553","GeneID:100752436,Genbank:XP_003504191.1","XP_003504191.1","Kctd20","BTB/POZ domain-containing protein KCTD20","XP_003504191.1"
"mapping_line","13773","15554","GeneID:100752740,Genbank:XP_003504192.1","XP_003504192.1","Stk38","serine/threonine-protein kinase 38","XP_003504192.1"
"mapping_line","13774","15555","GeneID:100753039,Genbank:XP_003504193.1","XP_003504193.1","Srsf3","serine/arginine-rich splicing factor 3","XP_003504193.1"
"mapping_line","13775","15557","GeneID:100689175,Genbank:XP_003504194.1","XP_003504194.1","Cdkn1a","cyclin-dependent kinase inhibitor 1","XP_003504194.1"
"mapping_line","13776","15558","GeneID:100774883,Genbank:XP_003504184.2","XP_003504184.2","Rab44","ras-related protein Rab-44 isoform X1","XP_003504184.2"
"mapping_line","13778","15560","GeneID:100753635,Genbank:XP_003504195.1","XP_003504195.1","Ppil1","peptidyl-prolyl cis-trans isomerase-like 1","XP_003504195.1"
"mapping_line","13779","15562","GeneID:100753933,Genbank:XP_007642854.1","XP_007642854.1","LOC100753933","bombesin receptor-activated protein C6orf89 homolog isoform X1","XP_007642854.1"
"mapping_line","13780","15561","GeneID:100753933,Genbank:XP_007642855.1","XP_007642855.1","LOC100753933","bombesin receptor-activated protein C6orf89 homolog isoform X2","XP_007642855.1"
"mapping_line","13781","15563","GeneID:100753933,Genbank:XP_003504196.1","XP_003504196.1","LOC100753933","bombesin receptor-activated protein C6orf89 homolog isoform X2","XP_003504196.1"
"mapping_line","13782","15564","GeneID:100750689,Genbank:XP_003504185.1","XP_003504185.1","Pi16","peptidase inhibitor 16 isoform X1","XP_003504185.1"
"mapping_line","13783","15565","GeneID:100750983,Genbank:XP_007642863.1","XP_007642863.1","Mtch1","mitochondrial carrier homolog 1 isoform X1","XP_007642863.1"
"mapping_line","13784","15566","GeneID:100754230,Genbank:XP_003504197.1","XP_003504197.1","Fgd2","FYVE%2C RhoGEF and PH domain-containing protein 2 isoform X2","XP_003504197.1"
"mapping_line","13785","15567","GeneID:100754230,Genbank:XP_007642856.1","XP_007642856.1","Fgd2","FYVE%2C RhoGEF and PH domain-containing protein 2 isoform X1","XP_007642856.1"
"mapping_line","13786","15568","GeneID:100751275,Genbank:XP_007642864.1","XP_007642864.1","Pim1","serine/threonine-protein kinase pim-1 isoform X1","XP_007642864.1"
"mapping_line","13787","15569","GeneID:103160602,Genbank:XP_007642865.1","XP_007642865.1","LOC103160602","transmembrane protein 217-like","XP_007642865.1"
"mapping_line","13788","15570","GeneID:100754804,Genbank:XP_007642857.1","XP_007642857.1","LOC100754804","transmembrane protein 217","XP_007642857.1"
"mapping_line","13789","15573","GeneID:100754804,Genbank:XP_007642858.1","XP_007642858.1","LOC100754804","transmembrane protein 217","XP_007642858.1"
"mapping_line","13790","15571","GeneID:100754804,Genbank:XP_007642859.1","XP_007642859.1","LOC100754804","transmembrane protein 217","XP_007642859.1"
"mapping_line","13791","15572","GeneID:100754804,Genbank:XP_003504199.1","XP_003504199.1","LOC100754804","transmembrane protein 217","XP_003504199.1"
"mapping_line","13792","15574","GeneID:100751571,Genbank:XP_007642860.1","XP_007642860.1","Tbc1d22b","TBC1 domain family member 22B isoform X1","XP_007642860.1"
"mapping_line","13794","15578","GeneID:100755381,Genbank:XP_003504200.1","XP_003504200.1","Cmtr1","cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1 isoform X1","XP_003504200.1"
"mapping_line","13795","15579","GeneID:100755674,Genbank:XP_003504201.1","XP_003504201.1","Ccdc167","coiled-coil domain-containing protein 167 isoform X1","XP_003504201.1"
"mapping_line","13796","15580","GeneID:100751858,Genbank:XP_003504189.1","XP_003504189.1","Mdga1","MAM domain-containing glycosylphosphatidylinositol anchor protein 1 isoform X1","XP_003504189.1"
"mapping_line","13797","15582","GeneID:100755969,Genbank:XP_003504202.2","XP_003504202.2","Zfand3","AN1-type zinc finger protein 3 isoform X1","XP_003504202.2"
"mapping_line","13798","15581","GeneID:100755969,Genbank:XP_007642861.1","XP_007642861.1","Zfand3","AN1-type zinc finger protein 3 isoform X2","XP_007642861.1"
"mapping_line","13800","15584","GeneID:100758278,Genbank:XP_007642868.1","XP_007642868.1","LOC100758278","alpha-methylacyl-CoA racemase isoform X2","XP_007642868.1"
"mapping_line","13801","15588","GeneID:100758853,Genbank:XP_003504210.2","XP_003504210.2","C1qtnf3","complement C1q tumor necrosis factor-related protein 3 isoform X2","XP_003504210.2"
"mapping_line","13802","15589","GeneID:100758853,Genbank:XP_003504211.2","XP_003504211.2","C1qtnf3","complement C1q tumor necrosis factor-related protein 3 isoform X1","XP_003504211.2"
"mapping_line","13803","15593","GeneID:100760490,Genbank:XP_007642870.1","XP_007642870.1","Rai14","ankycorbin isoform X2","XP_007642870.1"
"mapping_line","13804","15592","GeneID:100760490,Genbank:XP_007642871.1","XP_007642871.1","Rai14","ankycorbin isoform X2","XP_007642871.1"
"mapping_line","13805","15594","GeneID:100760490,Genbank:XP_003504216.1","XP_003504216.1","Rai14","ankycorbin isoform X3","XP_003504216.1"
"mapping_line","13806","15595","GeneID:100760490,Genbank:XP_007642872.1","XP_007642872.1","Rai14","ankycorbin isoform X1","XP_007642872.1"
"mapping_line","13807","15596","GeneID:100759334,Genbank:XP_007642880.1","XP_007642880.1","Ttc23l","tetratricopeptide repeat protein 23-like isoform X1","XP_007642880.1"
"mapping_line","13808","15597","GeneID:100756835,Genbank:XP_007642873.1","XP_007642873.1","Rad1","cell cycle checkpoint protein RAD1","XP_007642873.1"
"mapping_line","13809","15599","GeneID:100756835,Genbank:XP_007642874.1","XP_007642874.1","Rad1","cell cycle checkpoint protein RAD1","XP_007642874.1"
"mapping_line","13810","15598","GeneID:100756835,Genbank:XP_007642875.1","XP_007642875.1","Rad1","cell cycle checkpoint protein RAD1","XP_007642875.1"
"mapping_line","13811","15600","GeneID:100756835,Genbank:XP_003504204.1","XP_003504204.1","Rad1","cell cycle checkpoint protein RAD1","XP_003504204.1"
"mapping_line","13812","15601","GeneID:100757120,Genbank:XP_003504205.1","XP_003504205.1","Brix1","ribosome biogenesis protein BRX1 homolog","XP_003504205.1"
"mapping_line","13813","15602","GeneID:100759616,Genbank:XP_007642881.1","XP_007642881.1","Dnajc21","dnaJ homolog subfamily C member 21 isoform X1","XP_007642881.1"
"mapping_line","13815","15604","GeneID:100757415,Genbank:XP_007642877.1","XP_007642877.1","Prlr","prolactin receptor isoform X2","XP_007642877.1"
"mapping_line","13816","15605","GeneID:100757415,Genbank:XP_003504206.1","XP_003504206.1","Prlr","prolactin receptor isoform X1","XP_003504206.1"
"mapping_line","13817","15606","GeneID:100760200,Genbank:XP_007642882.1","XP_007642882.1","Spef2","sperm flagellar protein 2 isoform X1","XP_007642882.1"
"mapping_line","13818","15607","GeneID:100757700,Genbank:XP_007642878.1","XP_007642878.1","Il7r","interleukin-7 receptor subunit alpha","XP_007642878.1"
"mapping_line","13819","15608","GeneID:100757989,Genbank:XP_003504208.1","XP_003504208.1","Capsl","calcyphosin-like protein isoform X2","XP_003504208.1"
"mapping_line","13820","15609","GeneID:100757989,Genbank:XP_007642879.1","XP_007642879.1","Capsl","calcyphosin-like protein isoform X1","XP_007642879.1"
"mapping_line","13821","15610","GeneID:100760786,Genbank:XP_007642884.1","XP_007642884.1","LOC100760786","dachshund homolog 1 isoform X1","XP_007642884.1"
"mapping_line","13822","15611","GeneID:100764364,Genbank:XP_003504226.1","XP_003504226.1","Prss48","serine protease 48","XP_003504226.1"
"mapping_line","13823","15615","GeneID:100761657,Genbank:XP_007642885.1","XP_007642885.1","Sh3d19","SH3 domain-containing protein 19 isoform X1","XP_007642885.1"
"mapping_line","13824","15612","GeneID:100761657,Genbank:XP_007642886.1","XP_007642886.1","Sh3d19","SH3 domain-containing protein 19 isoform X1","XP_007642886.1"
"mapping_line","13825","15614","GeneID:100761657,Genbank:XP_007642887.1","XP_007642887.1","Sh3d19","SH3 domain-containing protein 19 isoform X1","XP_007642887.1"
"mapping_line","13826","15616","GeneID:100761657,Genbank:XP_007642888.1","XP_007642888.1","Sh3d19","SH3 domain-containing protein 19 isoform X1","XP_007642888.1"
"mapping_line","13827","15617","GeneID:100761657,Genbank:XP_003504218.2","XP_003504218.2","Sh3d19","SH3 domain-containing protein 19 isoform X2","XP_003504218.2"
"mapping_line","13828","15613","GeneID:100761657,Genbank:XP_007642890.1","XP_007642890.1","Sh3d19","SH3 domain-containing protein 19 isoform X3","XP_007642890.1"
"mapping_line","13829","15618","GeneID:100762337,Genbank:XP_003504221.1","XP_003504221.1","Rps3a","40S ribosomal protein S3a","XP_003504221.1"
"mapping_line","13830","15619","GeneID:100762631,Genbank:XP_007642894.1","XP_007642894.1","LOC100762631","60S acidic ribosomal protein P0-like isoform X1","XP_007642894.1"
"mapping_line","13831","15620","GeneID:100762923,Genbank:XP_007642891.1","XP_007642891.1","Lrba","lipopolysaccharide-responsive and beige-like anchor protein isoform X1","XP_007642891.1"
"mapping_line","13832","15621","GeneID:100762923,Genbank:XP_003504223.1","XP_003504223.1","Lrba","lipopolysaccharide-responsive and beige-like anchor protein isoform X2","XP_003504223.1"
"mapping_line","13833","15622","GeneID:100763211,Genbank:XP_003504224.1","XP_003504224.1","Mab21l2","protein mab-21-like 2 isoform X1","XP_003504224.1"
"mapping_line","13835","15624","GeneID:100765246,Genbank:XP_007642892.1","XP_007642892.1","LOC100765246","antigen-presenting glycoprotein CD1d1-like isoform X2","XP_007642892.1"
"mapping_line","13836","15625","GeneID:100763497,Genbank:XP_007642893.1","XP_007642893.1","LOC100763497","antigen-presenting glycoprotein CD1d1-like isoform X2","XP_007642893.1"
"mapping_line","13837","15628","GeneID:100765823,Genbank:XP_007642900.1","XP_007642900.1","Pard3","partitioning defective 3 homolog isoform X5","XP_007642900.1"
"mapping_line","13838","15632","GeneID:100765823,Genbank:XP_007642896.1","XP_007642896.1","Pard3","partitioning defective 3 homolog isoform X1","XP_007642896.1"
"mapping_line","13839","15629","GeneID:100765823,Genbank:XP_007642898.1","XP_007642898.1","Pard3","partitioning defective 3 homolog isoform X3","XP_007642898.1"
"mapping_line","13840","15630","GeneID:100765823,Genbank:XP_007642899.1","XP_007642899.1","Pard3","partitioning defective 3 homolog isoform X4","XP_007642899.1"
"mapping_line","13841","15631","GeneID:100765823,Genbank:XP_007642897.1","XP_007642897.1","Pard3","partitioning defective 3 homolog isoform X2","XP_007642897.1"
"mapping_line","13842","15633","GeneID:100765823,Genbank:XP_007642901.1","XP_007642901.1","Pard3","partitioning defective 3 homolog isoform X6","XP_007642901.1"
"mapping_line","13843","15634","GeneID:100765823,Genbank:XP_007642902.1","XP_007642902.1","Pard3","partitioning defective 3 homolog isoform X7","XP_007642902.1"
"mapping_line","13844","15635","GeneID:100765823,Genbank:XP_007642905.1","XP_007642905.1","Pard3","partitioning defective 3 homolog isoform X11","XP_007642905.1"
"mapping_line","13845","15636","GeneID:100765823,Genbank:XP_007642903.1","XP_007642903.1","Pard3","partitioning defective 3 homolog isoform X12","XP_007642903.1"
"mapping_line","13846","15637","GeneID:100765823,Genbank:XP_007642904.1","XP_007642904.1","Pard3","partitioning defective 3 homolog isoform X13","XP_007642904.1"
"mapping_line","13847","15639","GeneID:100766118,Genbank:XP_003504231.2","XP_003504231.2","Edil3","EGF-like repeat and discoidin I-like domain-containing protein 3 isoform X1","XP_003504231.2"
"mapping_line","13848","15640","GeneID:100766118,Genbank:XP_003504232.2","XP_003504232.2","Edil3","EGF-like repeat and discoidin I-like domain-containing protein 3 isoform X2","XP_003504232.2"
"mapping_line","13849","15641","GeneID:100766601,Genbank:XP_003504233.1","XP_003504233.1","Hapln1","hyaluronan and proteoglycan link protein 1","XP_003504233.1"
"mapping_line","13850","15644","GeneID:100766891,Genbank:XP_003504235.1","XP_003504235.1","Vcan","versican core protein isoform X2","XP_003504235.1"
"mapping_line","13851","15643","GeneID:100766891,Genbank:XP_007642909.1","XP_007642909.1","Vcan","versican core protein isoform X1","XP_007642909.1"
"mapping_line","13852","15642","GeneID:100766891,Genbank:XP_007642906.1","XP_007642906.1","Vcan","versican core protein isoform X3","XP_007642906.1"
"mapping_line","13853","15645","GeneID:100766891,Genbank:XP_007642907.1","XP_007642907.1","Vcan","versican core protein isoform X3","XP_007642907.1"
"mapping_line","13854","15646","GeneID:100766891,Genbank:XP_007642908.1","XP_007642908.1","Vcan","versican core protein isoform X3","XP_007642908.1"
"mapping_line","13856","15648","GeneID:100770261,Genbank:XP_003504244.1","XP_003504244.1","Arrdc4","arrestin domain-containing protein 4","XP_003504244.1"
"mapping_line","13857","15649","GeneID:100769400,Genbank:XP_007642918.1","XP_007642918.1","Fam169b","protein FAM169B","XP_007642918.1"
"mapping_line","13858","15650","GeneID:100769686,Genbank:XP_007642919.1","XP_007642919.1","Pgpep1l","pyroglutamyl-peptidase 1-like protein isoform X1","XP_007642919.1"
"mapping_line","13859","15651","GeneID:100768531,Genbank:XP_007642911.1","XP_007642911.1","Igf1r","insulin-like growth factor 1 receptor isoform X1","XP_007642911.1"
"mapping_line","13860","15652","GeneID:100769976,Genbank:XP_007642920.1","XP_007642920.1","Synm","synemin isoform X1","XP_007642920.1"
"mapping_line","13861","15653","GeneID:100768827,Genbank:XP_007642913.1","XP_007642913.1","Ttc23","tetratricopeptide repeat protein 23 isoform X2","XP_007642913.1"
"mapping_line","13862","15654","GeneID:100768827,Genbank:XP_007642914.1","XP_007642914.1","Ttc23","tetratricopeptide repeat protein 23 isoform X3","XP_007642914.1"
"mapping_line","13863","15655","GeneID:100768827,Genbank:XP_007642912.1","XP_007642912.1","Ttc23","tetratricopeptide repeat protein 23 isoform X1","XP_007642912.1"
"mapping_line","13864","15657","GeneID:100768827,Genbank:XP_007642915.1","XP_007642915.1","Ttc23","tetratricopeptide repeat protein 23 isoform X4","XP_007642915.1"
"mapping_line","13865","15656","GeneID:100768827,Genbank:XP_007642916.1","XP_007642916.1","Ttc23","tetratricopeptide repeat protein 23 isoform X4","XP_007642916.1"
"mapping_line","13868","15660","GeneID:100771690,Genbank:XP_003504246.1","XP_003504246.1","Myo7b","unconventional myosin-VIIb isoform X1","XP_003504246.1"
"mapping_line","13869","15661","GeneID:100771981,Genbank:XP_007642921.1","XP_007642921.1","Iws1","protein IWS1 homolog isoform X2","XP_007642921.1"
"mapping_line","13870","15662","GeneID:100771981,Genbank:XP_007642922.1","XP_007642922.1","Iws1","protein IWS1 homolog isoform X1","XP_007642922.1"
"mapping_line","13871","15663","GeneID:100772264,Genbank:XP_003504248.1","XP_003504248.1","Proc","vitamin K-dependent protein C isoform X1","XP_003504248.1"
"mapping_line","13878","15670","GeneID:100774010,Genbank:XP_003504254.1","XP_003504254.1","Camk4","calcium/calmodulin-dependent protein kinase type IV isoform X1","XP_003504254.1"
"mapping_line","13879","15671","GeneID:100774302,Genbank:XP_007642926.1","XP_007642926.1","Stard4","stAR-related lipid transfer protein 4","XP_007642926.1"
"mapping_line","13880","15672","GeneID:103163593,Genbank:XP_007642929.1","XP_007642929.1","LOC103163593","uncharacterized protein LOC103163593 isoform X1","XP_007642929.1"
"mapping_line","13881","15674","GeneID:100750403,Genbank:XP_007642931.1","XP_007642931.1","Nhs","nance-Horan syndrome protein isoform X1","XP_007642931.1"
"mapping_line","13882","15675","GeneID:103160845,Genbank:XP_007642933.1","XP_007642933.1","Scml1","sex comb on midleg-like protein 1","XP_007642933.1"
"mapping_line","13883","15676","GeneID:100751572,Genbank:XP_007642930.1","XP_007642930.1","Rai2","retinoic acid-induced protein 2 isoform X2","XP_007642930.1"
"mapping_line","13884","15677","GeneID:100751572,Genbank:XP_003504258.1","XP_003504258.1","Rai2","retinoic acid-induced protein 2 isoform X1","XP_003504258.1"
"mapping_line","13885","15678","GeneID:100751276,Genbank:XP_007642934.1","XP_007642934.1","Scml2","sex comb on midleg-like protein 2 isoform X1","XP_007642934.1"
"mapping_line","13886","15680","GeneID:100752741,Genbank:XP_007642940.1","XP_007642940.1","Hsf2","heat shock factor protein 2 isoform X1","XP_007642940.1"
"mapping_line","13888","15683","GeneID:100751859,Genbank:XP_007642936.1","XP_007642936.1","Pkib","cAMP-dependent protein kinase inhibitor beta isoform X1","XP_007642936.1"
"mapping_line","13889","15682","GeneID:100751859,Genbank:XP_007642937.1","XP_007642937.1","Pkib","cAMP-dependent protein kinase inhibitor beta isoform X1","XP_007642937.1"
"mapping_line","13890","15685","GeneID:100751859,Genbank:XP_003504259.1","XP_003504259.1","Pkib","cAMP-dependent protein kinase inhibitor beta isoform X2","XP_003504259.1"
"mapping_line","13891","15684","GeneID:100751859,Genbank:XP_007642938.1","XP_007642938.1","Pkib","cAMP-dependent protein kinase inhibitor beta isoform X2","XP_007642938.1"
"mapping_line","13892","15686","GeneID:100752143,Genbank:XP_003504260.1","XP_003504260.1","Fabp7","fatty acid-binding protein%2C brain","XP_003504260.1"
"mapping_line","13893","15687","GeneID:100753337,Genbank:XP_003504264.1","XP_003504264.1","Smpdl3a","acid sphingomyelinase-like phosphodiesterase 3a isoform X1","XP_003504264.1"
"mapping_line","13894","15688","GeneID:100752437,Genbank:XP_003504261.1","XP_003504261.1","Clvs2","clavesin-2","XP_003504261.1"
"mapping_line","13895","15689","GeneID:100754231,Genbank:XP_003504265.1","XP_003504265.1","Vps8","vacuolar protein sorting-associated protein 8 homolog","XP_003504265.1"
"mapping_line","13897","15691","GeneID:100754698,Genbank:XP_003504267.1","XP_003504267.1","Ehhadh","peroxisomal bifunctional enzyme isoform X1","XP_003504267.1"
"mapping_line","13898","15692","GeneID:100754698,Genbank:XP_007642941.1","XP_007642941.1","Ehhadh","peroxisomal bifunctional enzyme isoform X2","XP_007642941.1"
"mapping_line","13899","15693","GeneID:100754991,Genbank:XP_007642942.1","XP_007642942.1","Map3k13","mitogen-activated protein kinase kinase kinase 13","XP_007642942.1"
"mapping_line","13900","15694","GeneID:100754991,Genbank:XP_007642943.1","XP_007642943.1","Map3k13","mitogen-activated protein kinase kinase kinase 13","XP_007642943.1"
"mapping_line","13901","15702","GeneID:100754991,Genbank:XP_003504268.1","XP_003504268.1","Map3k13","mitogen-activated protein kinase kinase kinase 13","XP_003504268.1"
"mapping_line","13902","15701","GeneID:100754991,Genbank:XP_007642944.1","XP_007642944.1","Map3k13","mitogen-activated protein kinase kinase kinase 13","XP_007642944.1"
"mapping_line","13903","15703","GeneID:100755275,Genbank:XP_007642945.1","XP_007642945.1","Tmem41a","transmembrane protein 41A isoform X1","XP_007642945.1"
"mapping_line","13904","15704","GeneID:100755275,Genbank:XP_003504269.1","XP_003504269.1","Tmem41a","transmembrane protein 41A isoform X2","XP_003504269.1"
"mapping_line","13905","15705","GeneID:100755275,Genbank:XP_007642946.1","XP_007642946.1","Tmem41a","transmembrane protein 41A isoform X3","XP_007642946.1"
"mapping_line","13906","15706","GeneID:100758084,Genbank:XP_007642947.1","XP_007642947.1","Liph","lipase member H isoform X1","XP_007642947.1"
"mapping_line","13907","15708","GeneID:100758084,Genbank:XP_007642948.1","XP_007642948.1","Liph","lipase member H isoform X1","XP_007642948.1"
"mapping_line","13908","15707","GeneID:100758084,Genbank:XP_007642949.1","XP_007642949.1","Liph","lipase member H isoform X2","XP_007642949.1"
"mapping_line","13913","15714","GeneID:100756061,Genbank:XP_007642952.1","XP_007642952.1","Tra2b","transformer-2 protein homolog beta isoform X2","XP_007642952.1"
"mapping_line","13914","15715","GeneID:100756061,Genbank:XP_003504272.1","XP_003504272.1","Tra2b","transformer-2 protein homolog beta isoform X1","XP_003504272.1"
"mapping_line","13915","15716","GeneID:100756347,Genbank:XP_003504273.1","XP_003504273.1","LOC100756347","putative nmrA-like family domain-containing protein ENSP00000305954","XP_003504273.1"
"mapping_line","13916","15717","GeneID:100756646,Genbank:XP_003504274.1","XP_003504274.1","Etv5","ETS translocation variant 5 isoform X1","XP_003504274.1"
"mapping_line","13917","15719","GeneID:100757224,Genbank:XP_003504275.1","XP_003504275.1","Dgkg","diacylglycerol kinase gamma isoform X1","XP_003504275.1"
"mapping_line","13919","15721","GeneID:100759816,Genbank:XP_003504281.1","XP_003504281.1","Ip6k2","inositol hexakisphosphate kinase 2 isoform X1","XP_003504281.1"
"mapping_line","13920","15722","GeneID:100759816,Genbank:XP_007642955.1","XP_007642955.1","Ip6k2","inositol hexakisphosphate kinase 2 isoform X2","XP_007642955.1"
"mapping_line","13921","15723","GeneID:100760109,Genbank:XP_003504282.1","XP_003504282.1","Nckipsd","NCK-interacting protein with SH3 domain isoform X2","XP_003504282.1"
"mapping_line","13922","15724","GeneID:100760109,Genbank:XP_007642957.1","XP_007642957.1","Nckipsd","NCK-interacting protein with SH3 domain isoform X3","XP_007642957.1"
"mapping_line","13923","15725","GeneID:100760109,Genbank:XP_007642958.1","XP_007642958.1","Nckipsd","NCK-interacting protein with SH3 domain isoform X4","XP_007642958.1"
"mapping_line","13924","15726","GeneID:100760109,Genbank:XP_007642956.1","XP_007642956.1","Nckipsd","NCK-interacting protein with SH3 domain isoform X1","XP_007642956.1"
"mapping_line","13925","15727","GeneID:100766515,Genbank:XP_003504303.1","XP_003504303.1","Celsr3","cadherin EGF LAG seven-pass G-type receptor 3 isoform X1","XP_003504303.1"
"mapping_line","13926","15729","GeneID:100760402,Genbank:XP_003504283.1","XP_003504283.1","Slc26a6","solute carrier family 26 member 6 isoform X1","XP_003504283.1"
"mapping_line","13927","15728","GeneID:100760402,Genbank:XP_007642966.1","XP_007642966.1","Slc26a6","solute carrier family 26 member 6 isoform X4","XP_007642966.1"
"mapping_line","13928","15732","GeneID:100760402,Genbank:XP_007642959.1","XP_007642959.1","Slc26a6","solute carrier family 26 member 6 isoform X2","XP_007642959.1"
"mapping_line","13929","15730","GeneID:100760402,Genbank:XP_007642960.1","XP_007642960.1","Slc26a6","solute carrier family 26 member 6 isoform X2","XP_007642960.1"
"mapping_line","13930","15734","GeneID:100760402,Genbank:XP_007642961.1","XP_007642961.1","Slc26a6","solute carrier family 26 member 6 isoform X2","XP_007642961.1"
"mapping_line","13931","15731","GeneID:100760402,Genbank:XP_007642962.1","XP_007642962.1","Slc26a6","solute carrier family 26 member 6 isoform X2","XP_007642962.1"
"mapping_line","13932","15733","GeneID:100760402,Genbank:XP_007642963.1","XP_007642963.1","Slc26a6","solute carrier family 26 member 6 isoform X2","XP_007642963.1"
"mapping_line","13933","15735","GeneID:100760402,Genbank:XP_007642964.1","XP_007642964.1","Slc26a6","solute carrier family 26 member 6 isoform X2","XP_007642964.1"
"mapping_line","13934","15736","GeneID:100760402,Genbank:XP_007642965.1","XP_007642965.1","Slc26a6","solute carrier family 26 member 6 isoform X3","XP_007642965.1"
"mapping_line","13935","15737","GeneID:100760698,Genbank:XP_003504284.1","XP_003504284.1","Tmem89","transmembrane protein 89","XP_003504284.1"
"mapping_line","13937","15739","GeneID:100689027,Genbank:XP_003504285.1","XP_003504285.1","Col7a1","collagen alpha-1(VII) chain isoform X1","XP_003504285.1"
"mapping_line","13938","15740","GeneID:100689027,Genbank:XP_007642968.1","XP_007642968.1","Col7a1","collagen alpha-1(VII) chain isoform X2","XP_007642968.1"
"mapping_line","13939","15741","GeneID:100689027,Genbank:XP_007642969.1","XP_007642969.1","Col7a1","collagen alpha-1(VII) chain isoform X3","XP_007642969.1"
"mapping_line","13940","15743","GeneID:100761278,Genbank:XP_003504286.1","XP_003504286.1","Ucn2","urocortin-2","XP_003504286.1"
"mapping_line","13941","15744","GeneID:100761571,Genbank:XP_007642970.1","XP_007642970.1","Pfkfb4","6-phosphofructo-2-kinase/fructose-2%2C6-bisphosphatase 4 isoform X1","XP_007642970.1"
